"Instrument","StandStroom","Periode","waarde"
"Deposito's met vaste looptijd ","Netto inleg ","1998-09",-161
"Deposito's met vaste looptijd ","Netto inleg ","1998-10",-368
"Deposito's met vaste looptijd ","Netto inleg ","1998-11",314
"Deposito's met vaste looptijd ","Netto inleg ","1998-12",-101
"Deposito's met vaste looptijd ","Netto inleg ","1999-01",-341
"Deposito's met vaste looptijd ","Netto inleg ","1999-02",124
"Deposito's met vaste looptijd ","Netto inleg ","1999-03",-119
"Deposito's met vaste looptijd ","Netto inleg ","1999-04",-294
"Deposito's met vaste looptijd ","Netto inleg ","1999-05",-67
"Deposito's met vaste looptijd ","Netto inleg ","1999-06",-34
"Deposito's met vaste looptijd ","Netto inleg ","1999-07",-116
"Deposito's met vaste looptijd ","Netto inleg ","1999-08",-284
"Deposito's met vaste looptijd ","Netto inleg ","1999-09",1085
"Deposito's met vaste looptijd ","Netto inleg ","1999-10",1206
"Deposito's met vaste looptijd ","Netto inleg ","1999-11",6
"Deposito's met vaste looptijd ","Netto inleg ","1999-12",423
"Deposito's met vaste looptijd ","Netto inleg ","2000-01",-1011
"Deposito's met vaste looptijd ","Netto inleg ","2000-02",-77
"Deposito's met vaste looptijd ","Netto inleg ","2000-03",409
"Deposito's met vaste looptijd ","Netto inleg ","2000-04",266
"Deposito's met vaste looptijd ","Netto inleg ","2000-05",940
"Deposito's met vaste looptijd ","Netto inleg ","2000-06",786
"Deposito's met vaste looptijd ","Netto inleg ","2000-07",1590
"Deposito's met vaste looptijd ","Netto inleg ","2000-08",1065
"Deposito's met vaste looptijd ","Netto inleg ","2000-09",1204
"Deposito's met vaste looptijd ","Netto inleg ","2000-10",1908
"Deposito's met vaste looptijd ","Netto inleg ","2000-11",1728
"Deposito's met vaste looptijd ","Netto inleg ","2000-12",1191
"Deposito's met vaste looptijd ","Netto inleg ","2001-01",933
"Deposito's met vaste looptijd ","Netto inleg ","2001-02",916
"Deposito's met vaste looptijd ","Netto inleg ","2001-03",654
"Deposito's met vaste looptijd ","Netto inleg ","2001-04",905
"Deposito's met vaste looptijd ","Netto inleg ","2001-05",607
"Deposito's met vaste looptijd ","Netto inleg ","2001-06",-81
"Deposito's met vaste looptijd ","Netto inleg ","2001-07",-21
"Deposito's met vaste looptijd ","Netto inleg ","2001-08",-587
"Deposito's met vaste looptijd ","Netto inleg ","2001-09",-1360
"Deposito's met vaste looptijd ","Netto inleg ","2001-10",-2946
"Deposito's met vaste looptijd ","Netto inleg ","2001-11",-2560
"Deposito's met vaste looptijd ","Netto inleg ","2001-12",-1146
"Deposito's met vaste looptijd ","Netto inleg ","2002-01",-1170
"Deposito's met vaste looptijd ","Netto inleg ","2002-02",-503
"Deposito's met vaste looptijd ","Netto inleg ","2002-03",-442
"Deposito's met vaste looptijd ","Netto inleg ","2002-04",31
"Deposito's met vaste looptijd ","Netto inleg ","2002-05",108
"Deposito's met vaste looptijd ","Netto inleg ","2002-06",2564
"Deposito's met vaste looptijd ","Netto inleg ","2002-07",441
"Deposito's met vaste looptijd ","Netto inleg ","2002-08",-246
"Deposito's met vaste looptijd ","Netto inleg ","2002-09",124
"Deposito's met vaste looptijd ","Netto inleg ","2002-10",-459
"Deposito's met vaste looptijd ","Netto inleg ","2002-11",-100
"Deposito's met vaste looptijd ","Netto inleg ","2002-12",-366
"Deposito's met vaste looptijd ","Netto inleg ","2003-01",-2011
"Deposito's met vaste looptijd ","Netto inleg ","2003-02",-110
"Deposito's met vaste looptijd ","Netto inleg ","2003-03",-705
"Deposito's met vaste looptijd ","Netto inleg ","2003-04",28
"Deposito's met vaste looptijd ","Netto inleg ","2003-05",-268
"Deposito's met vaste looptijd ","Netto inleg ","2003-06",-441
"Deposito's met vaste looptijd ","Netto inleg ","2003-07",-6
"Deposito's met vaste looptijd ","Netto inleg ","2003-08",-162
"Deposito's met vaste looptijd ","Netto inleg ","2003-09",-212
"Deposito's met vaste looptijd ","Netto inleg ","2003-10",-345
"Deposito's met vaste looptijd ","Netto inleg ","2003-11",-95
"Deposito's met vaste looptijd ","Netto inleg ","2003-12",-1721
"Deposito's met vaste looptijd ","Netto inleg ","2004-01",-469
"Deposito's met vaste looptijd ","Netto inleg ","2004-02",312
"Deposito's met vaste looptijd ","Netto inleg ","2004-03",-307
"Deposito's met vaste looptijd ","Netto inleg ","2004-04",152
"Deposito's met vaste looptijd ","Netto inleg ","2004-05",-186
"Deposito's met vaste looptijd ","Netto inleg ","2004-06",308
"Deposito's met vaste looptijd ","Netto inleg ","2004-07",241
"Deposito's met vaste looptijd ","Netto inleg ","2004-08",0
"Deposito's met vaste looptijd ","Netto inleg ","2004-09",-182
"Deposito's met vaste looptijd ","Netto inleg ","2004-10",-227
"Deposito's met vaste looptijd ","Netto inleg ","2004-11",116
"Deposito's met vaste looptijd ","Netto inleg ","2004-12",-705
"Deposito's met vaste looptijd ","Netto inleg ","2005-01",-450
"Deposito's met vaste looptijd ","Netto inleg ","2005-02",-296
"Deposito's met vaste looptijd ","Netto inleg ","2005-03",63
"Deposito's met vaste looptijd ","Netto inleg ","2005-04",123
"Deposito's met vaste looptijd ","Netto inleg ","2005-05",-204
"Deposito's met vaste looptijd ","Netto inleg ","2005-06",-146
"Deposito's met vaste looptijd ","Netto inleg ","2005-07",-84
"Deposito's met vaste looptijd ","Netto inleg ","2005-08",267
"Deposito's met vaste looptijd ","Netto inleg ","2005-09",-1794
"Deposito's met vaste looptijd ","Netto inleg ","2005-10",-289
"Deposito's met vaste looptijd ","Netto inleg ","2005-11",-304
"Deposito's met vaste looptijd ","Netto inleg ","2005-12",1029
"Deposito's met vaste looptijd ","Netto inleg ","2006-01",-307
"Deposito's met vaste looptijd ","Netto inleg ","2006-02",-72
"Deposito's met vaste looptijd ","Netto inleg ","2006-03",-197
"Deposito's met vaste looptijd ","Netto inleg ","2006-04",177
"Deposito's met vaste looptijd ","Netto inleg ","2006-05",754
"Deposito's met vaste looptijd ","Netto inleg ","2006-06",140
"Deposito's met vaste looptijd ","Netto inleg ","2006-07",329
"Deposito's met vaste looptijd ","Netto inleg ","2006-08",287
"Deposito's met vaste looptijd ","Netto inleg ","2006-09",264
"Deposito's met vaste looptijd ","Netto inleg ","2006-10",478
"Deposito's met vaste looptijd ","Netto inleg ","2006-11",696
"Deposito's met vaste looptijd ","Netto inleg ","2006-12",23
"Deposito's met vaste looptijd ","Netto inleg ","2007-01",2405
"Deposito's met vaste looptijd ","Netto inleg ","2007-02",3076
"Deposito's met vaste looptijd ","Netto inleg ","2007-03",2226
"Deposito's met vaste looptijd ","Netto inleg ","2007-04",3508
"Deposito's met vaste looptijd ","Netto inleg ","2007-05",2077
"Deposito's met vaste looptijd ","Netto inleg ","2007-06",2309
"Deposito's met vaste looptijd ","Netto inleg ","2007-07",5604
"Deposito's met vaste looptijd ","Netto inleg ","2007-08",2325
"Deposito's met vaste looptijd ","Netto inleg ","2007-09",2343
"Deposito's met vaste looptijd ","Netto inleg ","2007-10",8304
"Deposito's met vaste looptijd ","Netto inleg ","2007-11",3181
"Deposito's met vaste looptijd ","Netto inleg ","2007-12",2130
"Deposito's met vaste looptijd ","Netto inleg ","2008-01",5188
"Deposito's met vaste looptijd ","Netto inleg ","2008-02",2332
"Deposito's met vaste looptijd ","Netto inleg ","2008-03",308
"Deposito's met vaste looptijd ","Netto inleg ","2008-04",3551
"Deposito's met vaste looptijd ","Netto inleg ","2008-05",2885
"Deposito's met vaste looptijd ","Netto inleg ","2008-06",1678
"Deposito's met vaste looptijd ","Netto inleg ","2008-07",7501
"Deposito's met vaste looptijd ","Netto inleg ","2008-08",3933
"Deposito's met vaste looptijd ","Netto inleg ","2008-09",78
"Deposito's met vaste looptijd ","Netto inleg ","2008-10",6083
"Deposito's met vaste looptijd ","Netto inleg ","2008-11",1100
"Deposito's met vaste looptijd ","Netto inleg ","2008-12",-1569
"Deposito's met vaste looptijd ","Netto inleg ","2009-01",-2191
"Deposito's met vaste looptijd ","Netto inleg ","2009-02",-2871
"Deposito's met vaste looptijd ","Netto inleg ","2009-03",-3461
"Deposito's met vaste looptijd ","Netto inleg ","2009-04",-6582
"Deposito's met vaste looptijd ","Netto inleg ","2009-05",-2408
"Deposito's met vaste looptijd ","Netto inleg ","2009-06",-2256
"Deposito's met vaste looptijd ","Netto inleg ","2009-07",-4487
"Deposito's met vaste looptijd ","Netto inleg ","2009-08",-3246
"Deposito's met vaste looptijd ","Netto inleg ","2009-09",-3175
"Deposito's met vaste looptijd ","Netto inleg ","2009-10",-8573
"Deposito's met vaste looptijd ","Netto inleg ","2009-11",-5166
"Deposito's met vaste looptijd ","Netto inleg ","2009-12",-5278
"Deposito's met vaste looptijd ","Netto inleg ","2010-01",-12045
"Deposito's met vaste looptijd ","Netto inleg ","2010-02",-2005
"Deposito's met vaste looptijd ","Netto inleg ","2010-03",-946
"Deposito's met vaste looptijd ","Netto inleg ","2010-04",-202
"Deposito's met vaste looptijd ","Netto inleg ","2010-05",-102
"Deposito's met vaste looptijd ","Netto inleg ","2010-06",-910
"Deposito's met vaste looptijd ","Netto inleg ","2010-07",-1008
"Deposito's met vaste looptijd ","Netto inleg ","2010-08",-446
"Deposito's met vaste looptijd ","Netto inleg ","2010-09",-916
"Deposito's met vaste looptijd ","Netto inleg ","2010-10",-287
"Deposito's met vaste looptijd ","Netto inleg ","2010-11",233
"Deposito's met vaste looptijd ","Netto inleg ","2010-12",615
"Deposito's met vaste looptijd ","Netto inleg ","2011-01",708
"Deposito's met vaste looptijd ","Netto inleg ","2011-02",445
"Deposito's met vaste looptijd ","Netto inleg ","2011-03",493
"Deposito's met vaste looptijd ","Netto inleg ","2011-04",-570
"Deposito's met vaste looptijd ","Netto inleg ","2011-05",1061
"Deposito's met vaste looptijd ","Netto inleg ","2011-06",799
"Deposito's met vaste looptijd ","Netto inleg ","2011-07",744
"Deposito's met vaste looptijd ","Netto inleg ","2011-08",752
"Deposito's met vaste looptijd ","Netto inleg ","2011-09",650
"Deposito's met vaste looptijd ","Netto inleg ","2011-10",3159
"Deposito's met vaste looptijd ","Netto inleg ","2011-11",4714
"Deposito's met vaste looptijd ","Netto inleg ","2011-12",1882
"Deposito's met vaste looptijd ","Netto inleg ","2012-01",1870
"Deposito's met vaste looptijd ","Netto inleg ","2012-02",2491
"Deposito's met vaste looptijd ","Netto inleg ","2012-03",1101
"Deposito's met vaste looptijd ","Netto inleg ","2012-04",595
"Deposito's met vaste looptijd ","Netto inleg ","2012-05",206
"Deposito's met vaste looptijd ","Netto inleg ","2012-06",353
"Deposito's met vaste looptijd ","Netto inleg ","2012-07",193
"Deposito's met vaste looptijd ","Netto inleg ","2012-08",504
"Deposito's met vaste looptijd ","Netto inleg ","2012-09",210
"Deposito's met vaste looptijd ","Netto inleg ","2012-10",-2407
"Deposito's met vaste looptijd ","Netto inleg ","2012-11",-3861
"Deposito's met vaste looptijd ","Netto inleg ","2012-12",-335
"Deposito's met vaste looptijd ","Netto inleg ","2013-01",-1479
"Deposito's met vaste looptijd ","Netto inleg ","2013-02",-1913
"Deposito's met vaste looptijd ","Netto inleg ","2013-03",122
"Deposito's met vaste looptijd ","Netto inleg ","2013-04",-163
"Deposito's met vaste looptijd ","Netto inleg ","2013-05",-627
"Deposito's met vaste looptijd ","Netto inleg ","2013-06",287
"Deposito's met vaste looptijd ","Netto inleg ","2013-07",-261
"Deposito's met vaste looptijd ","Netto inleg ","2013-08",450
"Deposito's met vaste looptijd ","Netto inleg ","2013-09",122
"Deposito's met vaste looptijd ","Netto inleg ","2013-10",-313
"Deposito's met vaste looptijd ","Netto inleg ","2013-11",320
"Deposito's met vaste looptijd ","Netto inleg ","2013-12",693
"Deposito's met vaste looptijd ","Netto inleg ","2014-01",348
"Deposito's met vaste looptijd ","Netto inleg ","2014-02",273
"Deposito's met vaste looptijd ","Netto inleg ","2014-03",243
"Deposito's met vaste looptijd ","Netto inleg ","2014-04",-74
"Deposito's met vaste looptijd ","Netto inleg ","2014-05",-148
"Deposito's met vaste looptijd ","Netto inleg ","2014-06",166
"Deposito's met vaste looptijd ","Netto inleg ","2014-07",53
"Deposito's met vaste looptijd ","Netto inleg ","2014-08",96
"Deposito's met vaste looptijd ","Netto inleg ","2014-09",704
"Deposito's met vaste looptijd ","Netto inleg ","2014-10",-291
"Deposito's met vaste looptijd ","Netto inleg ","2014-11",-296
"Deposito's met vaste looptijd ","Netto inleg ","2014-12",453
"Deposito's met vaste looptijd ","Netto inleg ","2015-01",71
"Deposito's met vaste looptijd ","Netto inleg ","2015-02",-172
"Deposito's met vaste looptijd ","Netto inleg ","2015-03",127
"Deposito's met vaste looptijd ","Netto inleg ","2015-04",164
"Deposito's met vaste looptijd ","Netto inleg ","2015-05",-31
"Deposito's met vaste looptijd ","Netto inleg ","2015-06",30
"Deposito's met vaste looptijd ","Netto inleg ","2015-07",-344
"Deposito's met vaste looptijd ","Netto inleg ","2015-08",-160
"Deposito's met vaste looptijd ","Netto inleg ","2015-09",1
"Deposito's met vaste looptijd ","Netto inleg ","2015-10",127
"Deposito's met vaste looptijd ","Netto inleg ","2015-11",-34
"Deposito's met vaste looptijd ","Netto inleg ","2015-12",686
"Deposito's met vaste looptijd ","Netto inleg ","2016-01",172
"Deposito's met vaste looptijd ","Netto inleg ","2016-02",-181
"Deposito's met vaste looptijd ","Netto inleg ","2016-03",173
"Deposito's met vaste looptijd ","Netto inleg ","2016-04",5
"Deposito's met vaste looptijd ","Netto inleg ","2016-05",-154
"Deposito's met vaste looptijd ","Netto inleg ","2016-06",-173
"Deposito's met vaste looptijd ","Netto inleg ","2016-07",-226
"Deposito's met vaste looptijd ","Netto inleg ","2016-08",-214
"Deposito's met vaste looptijd ","Netto inleg ","2016-09",-256
"Deposito's met vaste looptijd ","Netto inleg ","2016-10",-264
"Deposito's met vaste looptijd ","Netto inleg ","2016-11",-260
"Deposito's met vaste looptijd ","Netto inleg ","2016-12",1400
"Deposito's met vaste looptijd ","Netto inleg ","2017-01",-437
"Deposito's met vaste looptijd ","Netto inleg ","2017-02",-106
"Deposito's met vaste looptijd ","Netto inleg ","2017-03",-48
"Deposito's met vaste looptijd ","Netto inleg ","2017-04",-205
"Deposito's met vaste looptijd ","Netto inleg ","2017-05",369
"Deposito's met vaste looptijd ","Netto inleg ","2017-06",-243
"Deposito's met vaste looptijd ","Netto inleg ","2017-07",-75
"Deposito's met vaste looptijd ","Netto inleg ","2017-08",102
"Deposito's met vaste looptijd ","Netto inleg ","2017-09",-18
"Deposito's met vaste looptijd ","Netto inleg ","2017-10",-125
"Deposito's met vaste looptijd ","Netto inleg ","2017-11",-116
"Deposito's met vaste looptijd ","Netto inleg ","2017-12",683
"Deposito's met vaste looptijd ","Netto inleg ","2018-01",-258
"Deposito's met vaste looptijd ","Netto inleg ","2018-02",-42
"Deposito's met vaste looptijd ","Netto inleg ","2018-03",544
"Deposito's met vaste looptijd ","Netto inleg ","2018-04",-166
"Deposito's met vaste looptijd ","Netto inleg ","2018-05",-3
"Deposito's met vaste looptijd ","Netto inleg ","2018-06",230
"Deposito's met vaste looptijd ","Netto inleg ","2018-07",-26
"Deposito's met vaste looptijd ","Netto inleg ","2018-08",70
"Deposito's met vaste looptijd ","Netto inleg ","2018-09",38
"Deposito's met vaste looptijd ","Netto inleg ","2018-10",-75
"Deposito's met vaste looptijd ","Netto inleg ","2018-11",144
"Deposito's met vaste looptijd ","Netto inleg ","2018-12",646
"Deposito's met vaste looptijd ","Netto inleg ","2019-01",68
"Deposito's met vaste looptijd ","Netto inleg ","2019-02",49
"Deposito's met vaste looptijd ","Netto inleg ","2019-03",11
"Deposito's met vaste looptijd ","Netto inleg ","2019-04",68
"Deposito's met vaste looptijd ","Netto inleg ","2019-05",157
"Deposito's met vaste looptijd ","Netto inleg ","2019-06",2
"Deposito's met vaste looptijd ","Netto inleg ","2019-07",-4
"Deposito's met vaste looptijd ","Netto inleg ","2019-08",225
"Deposito's met vaste looptijd ","Netto inleg ","2019-09",331
"Deposito's met vaste looptijd ","Netto inleg ","2019-10",-104
"Deposito's met vaste looptijd ","Netto inleg ","2019-11",17
"Deposito's met vaste looptijd ","Netto inleg ","2019-12",416
"Deposito's met vaste looptijd ","Netto inleg ","2020-01",334
"Deposito's met vaste looptijd ","Netto inleg ","2020-02",-40
"Deposito's met vaste looptijd ","Netto inleg ","2020-03",-189
"Deposito's met vaste looptijd ","Netto inleg ","2020-04",-244
"Deposito's met vaste looptijd ","Netto inleg ","2020-05",-62
"Deposito's met vaste looptijd ","Netto inleg ","2020-06",-1
"Deposito's met vaste looptijd ","Netto inleg ","2020-07",-116
"Deposito's met vaste looptijd ","Netto inleg ","2020-08",46
"Deposito's met vaste looptijd ","Netto inleg ","2020-09",-32
"Deposito's met vaste looptijd ","Netto inleg ","2020-10",125
"Deposito's met vaste looptijd ","Netto inleg ","2020-11",208
"Deposito's met vaste looptijd ","Netto inleg ","2020-12",646
"Deposito's met vaste looptijd ","Netto inleg ","2021-01",501
"Deposito's met vaste looptijd ","Netto inleg ","2021-02",241
"Deposito's met vaste looptijd ","Netto inleg ","2021-03",212
"Deposito's met vaste looptijd ","Netto inleg ","2021-04",24
"Deposito's met vaste looptijd ","Netto inleg ","2021-05",242
"Deposito's met vaste looptijd ","Netto inleg ","2021-06",394
"Deposito's met vaste looptijd ","Netto inleg ","2021-07",79
