"Instrument","StandStroom","Periode","waarde"
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-04",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-05",38
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-06",54
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-07",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-08",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-09",60
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-10",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-11",47
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2016-12",65
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-01",318
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-02",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-03",53
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-04",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-05",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-06",52
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-07",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-08",33
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-09",44
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-10",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-11",38
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2017-12",52
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-01",333
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-02",41
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-03",49
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-04",39
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-05",40
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-06",49
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-07",44
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-08",42
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-09",49
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-10",44
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-11",45
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2018-12",54
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-01",302
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-02",46
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-03",53
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-04",46
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-05",45
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-06",53
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-07",46
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-08",44
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-09",52
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-10",45
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-11",40
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2019-12",63
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-01",104
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-02",40
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-03",46
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-04",36
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-05",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-06",40
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-07",33
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-08",32
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-09",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-10",33
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-11",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2020-12",43
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-01",110
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-02",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-03",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-04",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-05",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-06",40
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-07",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-08",39
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-09",42
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-10",32
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-11",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2021-12",42
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-01",94
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-02",33
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-03",37
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-04",32
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-05",31
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-06",34
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-07",29
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-08",29
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-09",33
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-10",29
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-11",15
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2022-12",62
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-01",89
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-02",30
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-03",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-04",35
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-05",30
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-06",45
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-07",45
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-08",38
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-09",48
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-10",48
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-11",43
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2023-12",67
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-01",149
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-02",46
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-03",65
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-04",56
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-05",48
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-06",75
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-07",62
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-08",54
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-09",80
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-10",67
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-11",59
"Deposito's met vaste looptijd ","Bijgeschreven rente ","2024-12",91
"Deposito's met vaste looptijd ","Eindstand ","1998-01",17273
"Deposito's met vaste looptijd ","Eindstand ","1998-02",17212
"Deposito's met vaste looptijd ","Eindstand ","1998-03",17044
"Deposito's met vaste looptijd ","Eindstand ","1998-04",17132
"Deposito's met vaste looptijd ","Eindstand ","1998-05",17105
"Deposito's met vaste looptijd ","Eindstand ","1998-06",17256
"Deposito's met vaste looptijd ","Eindstand ","1998-07",17548
"Deposito's met vaste looptijd ","Eindstand ","1998-08",17961
"Deposito's met vaste looptijd ","Eindstand ","1998-09",17814
"Deposito's met vaste looptijd ","Eindstand ","1998-10",17468
"Deposito's met vaste looptijd ","Eindstand ","1998-11",17835
"Deposito's met vaste looptijd ","Eindstand ","1998-12",17793
"Deposito's met vaste looptijd ","Eindstand ","1999-01",17537
"Deposito's met vaste looptijd ","Eindstand ","1999-02",17719
"Deposito's met vaste looptijd ","Eindstand ","1999-03",17615
"Deposito's met vaste looptijd ","Eindstand ","1999-04",17333
"Deposito's met vaste looptijd ","Eindstand ","1999-05",17418
"Deposito's met vaste looptijd ","Eindstand ","1999-06",17388
"Deposito's met vaste looptijd ","Eindstand ","1999-07",17273
"Deposito's met vaste looptijd ","Eindstand ","1999-08",16986
"Deposito's met vaste looptijd ","Eindstand ","1999-09",18079
"Deposito's met vaste looptijd ","Eindstand ","1999-10",19287
"Deposito's met vaste looptijd ","Eindstand ","1999-11",19303
"Deposito's met vaste looptijd ","Eindstand ","1999-12",19742
"Deposito's met vaste looptijd ","Eindstand ","2000-01",18787
"Deposito's met vaste looptijd ","Eindstand ","2000-02",18786
"Deposito's met vaste looptijd ","Eindstand ","2000-03",19210
"Deposito's met vaste looptijd ","Eindstand ","2000-04",19488
"Deposito's met vaste looptijd ","Eindstand ","2000-05",20496
"Deposito's met vaste looptijd ","Eindstand ","2000-06",21297
"Deposito's met vaste looptijd ","Eindstand ","2000-07",22900
"Deposito's met vaste looptijd ","Eindstand ","2000-08",23933
"Deposito's met vaste looptijd ","Eindstand ","2000-09",25154
"Deposito's met vaste looptijd ","Eindstand ","2000-10",27066
"Deposito's met vaste looptijd ","Eindstand ","2000-11",28914
"Deposito's met vaste looptijd ","Eindstand ","2000-12",30109
"Deposito's met vaste looptijd ","Eindstand ","2001-01",31112
"Deposito's met vaste looptijd ","Eindstand ","2001-02",32034
"Deposito's met vaste looptijd ","Eindstand ","2001-03",32691
"Deposito's met vaste looptijd ","Eindstand ","2001-04",33606
"Deposito's met vaste looptijd ","Eindstand ","2001-05",33975
"Deposito's met vaste looptijd ","Eindstand ","2001-06",33933
"Deposito's met vaste looptijd ","Eindstand ","2001-07",33915
"Deposito's met vaste looptijd ","Eindstand ","2001-08",33336
"Deposito's met vaste looptijd ","Eindstand ","2001-09",31977
"Deposito's met vaste looptijd ","Eindstand ","2001-10",29033
"Deposito's met vaste looptijd ","Eindstand ","2001-11",26511
"Deposito's met vaste looptijd ","Eindstand ","2001-12",25342
"Deposito's met vaste looptijd ","Eindstand ","2002-01",24227
"Deposito's met vaste looptijd ","Eindstand ","2002-02",23668
"Deposito's met vaste looptijd ","Eindstand ","2002-03",23231
"Deposito's met vaste looptijd ","Eindstand ","2002-04",23266
"Deposito's met vaste looptijd ","Eindstand ","2002-05",23423
"Deposito's met vaste looptijd ","Eindstand ","2002-06",25995
"Deposito's met vaste looptijd ","Eindstand ","2002-07",26438
"Deposito's met vaste looptijd ","Eindstand ","2002-08",26226
"Deposito's met vaste looptijd ","Eindstand ","2002-09",26354
"Deposito's met vaste looptijd ","Eindstand ","2002-10",25902
"Deposito's met vaste looptijd ","Eindstand ","2002-11",25960
"Deposito's met vaste looptijd ","Eindstand ","2002-12",25604
"Deposito's met vaste looptijd ","Eindstand ","2003-01",23624
"Deposito's met vaste looptijd ","Eindstand ","2003-02",23489
"Deposito's met vaste looptijd ","Eindstand ","2003-03",22790
"Deposito's met vaste looptijd ","Eindstand ","2003-04",22824
"Deposito's met vaste looptijd ","Eindstand ","2003-05",22573
"Deposito's met vaste looptijd ","Eindstand ","2003-06",22138
"Deposito's met vaste looptijd ","Eindstand ","2003-07",22138
"Deposito's met vaste looptijd ","Eindstand ","2003-08",21977
"Deposito's met vaste looptijd ","Eindstand ","2003-09",21776
"Deposito's met vaste looptijd ","Eindstand ","2003-10",21433
"Deposito's met vaste looptijd ","Eindstand ","2003-11",21333
"Deposito's met vaste looptijd ","Eindstand ","2003-12",19727
"Deposito's met vaste looptijd ","Eindstand ","2004-01",19287
"Deposito's met vaste looptijd ","Eindstand ","2004-02",19601
"Deposito's met vaste looptijd ","Eindstand ","2004-03",19299
"Deposito's met vaste looptijd ","Eindstand ","2004-04",19457
"Deposito's met vaste looptijd ","Eindstand ","2004-05",19279
"Deposito's met vaste looptijd ","Eindstand ","2004-06",19593
"Deposito's met vaste looptijd ","Eindstand ","2004-07",19841
"Deposito's met vaste looptijd ","Eindstand ","2004-08",19920
"Deposito's met vaste looptijd ","Eindstand ","2004-09",19744
"Deposito's met vaste looptijd ","Eindstand ","2004-10",19524
"Deposito's met vaste looptijd ","Eindstand ","2004-11",19626
"Deposito's met vaste looptijd ","Eindstand ","2004-12",21164
"Deposito's met vaste looptijd ","Eindstand ","2005-01",20720
"Deposito's met vaste looptijd ","Eindstand ","2005-02",20384
"Deposito's met vaste looptijd ","Eindstand ","2005-03",20455
"Deposito's met vaste looptijd ","Eindstand ","2005-04",20593
"Deposito's met vaste looptijd ","Eindstand ","2005-05",20427
"Deposito's met vaste looptijd ","Eindstand ","2005-06",20326
"Deposito's met vaste looptijd ","Eindstand ","2005-07",20283
"Deposito's met vaste looptijd ","Eindstand ","2005-08",20600
"Deposito's met vaste looptijd ","Eindstand ","2005-09",18855
"Deposito's met vaste looptijd ","Eindstand ","2005-10",18614
"Deposito's met vaste looptijd ","Eindstand ","2005-11",18316
"Deposito's met vaste looptijd ","Eindstand ","2005-12",20737
"Deposito's met vaste looptijd ","Eindstand ","2006-01",20271
"Deposito's met vaste looptijd ","Eindstand ","2006-02",20201
"Deposito's met vaste looptijd ","Eindstand ","2006-03",20066
"Deposito's met vaste looptijd ","Eindstand ","2006-04",20379
"Deposito's met vaste looptijd ","Eindstand ","2006-05",21068
"Deposito's met vaste looptijd ","Eindstand ","2006-06",21281
"Deposito's met vaste looptijd ","Eindstand ","2006-07",21610
"Deposito's met vaste looptijd ","Eindstand ","2006-08",21787
"Deposito's met vaste looptijd ","Eindstand ","2006-09",22104
"Deposito's met vaste looptijd ","Eindstand ","2006-10",22602
"Deposito's met vaste looptijd ","Eindstand ","2006-11",23336
"Deposito's met vaste looptijd ","Eindstand ","2006-12",23463
"Deposito's met vaste looptijd ","Eindstand ","2007-01",25913
"Deposito's met vaste looptijd ","Eindstand ","2007-02",29025
"Deposito's met vaste looptijd ","Eindstand ","2007-03",31362
"Deposito's met vaste looptijd ","Eindstand ","2007-04",34873
"Deposito's met vaste looptijd ","Eindstand ","2007-05",36991
"Deposito's met vaste looptijd ","Eindstand ","2007-06",39454
"Deposito's met vaste looptijd ","Eindstand ","2007-07",44898
"Deposito's met vaste looptijd ","Eindstand ","2007-08",47149
"Deposito's met vaste looptijd ","Eindstand ","2007-09",49595
"Deposito's met vaste looptijd ","Eindstand ","2007-10",57751
"Deposito's met vaste looptijd ","Eindstand ","2007-11",61019
"Deposito's met vaste looptijd ","Eindstand ","2007-12",63160
"Deposito's met vaste looptijd ","Eindstand ","2008-01",68562
"Deposito's met vaste looptijd ","Eindstand ","2008-02",71083
"Deposito's met vaste looptijd ","Eindstand ","2008-03",71564
"Deposito's met vaste looptijd ","Eindstand ","2008-04",75433
"Deposito's met vaste looptijd ","Eindstand ","2008-05",78586
"Deposito's met vaste looptijd ","Eindstand ","2008-06",80342
"Deposito's met vaste looptijd ","Eindstand ","2008-07",88020
"Deposito's met vaste looptijd ","Eindstand ","2008-08",92028
"Deposito's met vaste looptijd ","Eindstand ","2008-09",92168
"Deposito's met vaste looptijd ","Eindstand ","2008-10",98063
"Deposito's met vaste looptijd ","Eindstand ","2008-11",99268
"Deposito's met vaste looptijd ","Eindstand ","2008-12",98009
"Deposito's met vaste looptijd ","Eindstand ","2009-01",96015
"Deposito's met vaste looptijd ","Eindstand ","2009-02",93387
"Deposito's met vaste looptijd ","Eindstand ","2009-03",90188
"Deposito's met vaste looptijd ","Eindstand ","2009-04",83947
"Deposito's met vaste looptijd ","Eindstand ","2009-05",81858
"Deposito's met vaste looptijd ","Eindstand ","2009-06",79810
"Deposito's met vaste looptijd ","Eindstand ","2009-07",75821
"Deposito's met vaste looptijd ","Eindstand ","2009-08",72872
"Deposito's met vaste looptijd ","Eindstand ","2009-09",69914
"Deposito's met vaste looptijd ","Eindstand ","2009-10",61844
"Deposito's met vaste looptijd ","Eindstand ","2009-11",57031
"Deposito's met vaste looptijd ","Eindstand ","2009-12",51536
"Deposito's met vaste looptijd ","Eindstand ","2010-01",39839
"Deposito's met vaste looptijd ","Eindstand ","2010-02",37834
"Deposito's met vaste looptijd ","Eindstand ","2010-03",36820
"Deposito's met vaste looptijd ","Eindstand ","2010-04",36595
"Deposito's met vaste looptijd ","Eindstand ","2010-05",36838
"Deposito's met vaste looptijd ","Eindstand ","2010-06",33987
"Deposito's met vaste looptijd ","Eindstand ","2010-07",33017
"Deposito's met vaste looptijd ","Eindstand ","2010-08",32614
"Deposito's met vaste looptijd ","Eindstand ","2010-09",31740
"Deposito's met vaste looptijd ","Eindstand ","2010-10",31581
"Deposito's met vaste looptijd ","Eindstand ","2010-11",31853
"Deposito's met vaste looptijd ","Eindstand ","2010-12",32609
"Deposito's met vaste looptijd ","Eindstand ","2011-01",33450
"Deposito's met vaste looptijd ","Eindstand ","2011-02",33939
"Deposito's met vaste looptijd ","Eindstand ","2011-03",34477
"Deposito's met vaste looptijd ","Eindstand ","2011-04",33950
"Deposito's met vaste looptijd ","Eindstand ","2011-05",35061
"Deposito's met vaste looptijd ","Eindstand ","2011-06",35902
"Deposito's met vaste looptijd ","Eindstand ","2011-07",36685
"Deposito's met vaste looptijd ","Eindstand ","2011-08",37472
"Deposito's met vaste looptijd ","Eindstand ","2011-09",38163
"Deposito's met vaste looptijd ","Eindstand ","2011-10",41373
"Deposito's met vaste looptijd ","Eindstand ","2011-11",46154
"Deposito's met vaste looptijd ","Eindstand ","2011-12",48335
"Deposito's met vaste looptijd ","Eindstand ","2012-01",50345
"Deposito's met vaste looptijd ","Eindstand ","2012-02",52896
"Deposito's met vaste looptijd ","Eindstand ","2012-03",54061
"Deposito's met vaste looptijd ","Eindstand ","2012-04",54147
"Deposito's met vaste looptijd ","Eindstand ","2012-05",54404
"Deposito's met vaste looptijd ","Eindstand ","2012-06",54806
"Deposito's met vaste looptijd ","Eindstand ","2012-07",55051
"Deposito's met vaste looptijd ","Eindstand ","2012-08",55637
"Deposito's met vaste looptijd ","Eindstand ","2012-09",55904
"Deposito's met vaste looptijd ","Eindstand ","2012-10",53562
"Deposito's met vaste looptijd ","Eindstand ","2012-11",49870
"Deposito's met vaste looptijd ","Eindstand ","2012-12",49846
"Deposito's met vaste looptijd ","Eindstand ","2013-01",48523
"Deposito's met vaste looptijd ","Eindstand ","2013-02",46687
"Deposito's met vaste looptijd ","Eindstand ","2013-03",46890
"Deposito's met vaste looptijd ","Eindstand ","2013-04",46809
"Deposito's met vaste looptijd ","Eindstand ","2013-05",46249
"Deposito's met vaste looptijd ","Eindstand ","2013-06",46597
"Deposito's met vaste looptijd ","Eindstand ","2013-07",46417
"Deposito's met vaste looptijd ","Eindstand ","2013-08",46920
"Deposito's met vaste looptijd ","Eindstand ","2013-09",47103
"Deposito's met vaste looptijd ","Eindstand ","2013-10",46864
"Deposito's met vaste looptijd ","Eindstand ","2013-11",47232
"Deposito's met vaste looptijd ","Eindstand ","2013-12",48338
"Deposito's met vaste looptijd ","Eindstand ","2014-01",48814
"Deposito's met vaste looptijd ","Eindstand ","2014-02",49128
"Deposito's met vaste looptijd ","Eindstand ","2014-03",49418
"Deposito's met vaste looptijd ","Eindstand ","2014-04",49390
"Deposito's met vaste looptijd ","Eindstand ","2014-05",49285
"Deposito's met vaste looptijd ","Eindstand ","2014-06",49491
"Deposito's met vaste looptijd ","Eindstand ","2014-07",49407
"Deposito's met vaste looptijd ","Eindstand ","2014-08",49547
"Deposito's met vaste looptijd ","Eindstand ","2014-09",50301
"Deposito's met vaste looptijd ","Eindstand ","2014-10",50050
"Deposito's met vaste looptijd ","Eindstand ","2014-11",49818
"Deposito's met vaste looptijd ","Eindstand ","2014-12",49972
"Deposito's met vaste looptijd ","Eindstand ","2015-01",50362
"Deposito's met vaste looptijd ","Eindstand ","2015-02",50206
"Deposito's met vaste looptijd ","Eindstand ","2015-03",50421
"Deposito's met vaste looptijd ","Eindstand ","2015-04",50620
"Deposito's met vaste looptijd ","Eindstand ","2015-05",50627
"Deposito's met vaste looptijd ","Eindstand ","2015-06",50768
"Deposito's met vaste looptijd ","Eindstand ","2015-07",50460
"Deposito's met vaste looptijd ","Eindstand ","2015-08",50334
"Deposito's met vaste looptijd ","Eindstand ","2015-09",50389
"Deposito's met vaste looptijd ","Eindstand ","2015-10",50949
"Deposito's met vaste looptijd ","Eindstand ","2015-11",50957
"Deposito's met vaste looptijd ","Eindstand ","2015-12",50102
"Deposito's met vaste looptijd ","Eindstand ","2016-01",50179
"Deposito's met vaste looptijd ","Eindstand ","2016-02",50032
"Deposito's met vaste looptijd ","Eindstand ","2016-03",50353
"Deposito's met vaste looptijd ","Eindstand ","2016-04",50394
"Deposito's met vaste looptijd ","Eindstand ","2016-05",50281
"Deposito's met vaste looptijd ","Eindstand ","2016-06",50259
"Deposito's met vaste looptijd ","Eindstand ","2016-07",50068
"Deposito's met vaste looptijd ","Eindstand ","2016-08",49888
"Deposito's met vaste looptijd ","Eindstand ","2016-09",49709
"Deposito's met vaste looptijd ","Eindstand ","2016-10",49478
"Deposito's met vaste looptijd ","Eindstand ","2016-11",49267
"Deposito's met vaste looptijd ","Eindstand ","2016-12",51530
"Deposito's met vaste looptijd ","Eindstand ","2017-01",51411
"Deposito's met vaste looptijd ","Eindstand ","2017-02",51339
"Deposito's met vaste looptijd ","Eindstand ","2017-03",51379
"Deposito's met vaste looptijd ","Eindstand ","2017-04",51208
"Deposito's met vaste looptijd ","Eindstand ","2017-05",51612
"Deposito's met vaste looptijd ","Eindstand ","2017-06",51420
"Deposito's met vaste looptijd ","Eindstand ","2017-07",51383
"Deposito's met vaste looptijd ","Eindstand ","2017-08",51517
"Deposito's met vaste looptijd ","Eindstand ","2017-09",51545
"Deposito's met vaste looptijd ","Eindstand ","2017-10",51452
"Deposito's met vaste looptijd ","Eindstand ","2017-11",51379
"Deposito's met vaste looptijd ","Eindstand ","2017-12",52039
"Deposito's met vaste looptijd ","Eindstand ","2018-01",52111
"Deposito's met vaste looptijd ","Eindstand ","2018-02",52113
"Deposito's met vaste looptijd ","Eindstand ","2018-03",52695
"Deposito's met vaste looptijd ","Eindstand ","2018-04",52568
"Deposito's met vaste looptijd ","Eindstand ","2018-05",52607
"Deposito's met vaste looptijd ","Eindstand ","2018-06",52837
"Deposito's met vaste looptijd ","Eindstand ","2018-07",52856
"Deposito's met vaste looptijd ","Eindstand ","2018-08",52971
"Deposito's met vaste looptijd ","Eindstand ","2018-09",53050
"Deposito's met vaste looptijd ","Eindstand ","2018-10",53020
"Deposito's met vaste looptijd ","Eindstand ","2018-11",53212
"Deposito's met vaste looptijd ","Eindstand ","2018-12",54438
"Deposito's met vaste looptijd ","Eindstand ","2019-01",54810
"Deposito's met vaste looptijd ","Eindstand ","2019-02",54879
"Deposito's met vaste looptijd ","Eindstand ","2019-03",54886
"Deposito's met vaste looptijd ","Eindstand ","2019-04",54954
"Deposito's met vaste looptijd ","Eindstand ","2019-05",55127
"Deposito's met vaste looptijd ","Eindstand ","2019-06",55151
"Deposito's met vaste looptijd ","Eindstand ","2019-07",55147
"Deposito's met vaste looptijd ","Eindstand ","2019-08",55399
"Deposito's met vaste looptijd ","Eindstand ","2019-09",55756
"Deposito's met vaste looptijd ","Eindstand ","2019-10",55655
"Deposito's met vaste looptijd ","Eindstand ","2019-11",55677
"Deposito's met vaste looptijd ","Eindstand ","2019-12",57577
"Deposito's met vaste looptijd ","Eindstand ","2020-01",58020
"Deposito's met vaste looptijd ","Eindstand ","2020-02",58033
"Deposito's met vaste looptijd ","Eindstand ","2020-03",57880
"Deposito's met vaste looptijd ","Eindstand ","2020-04",57659
"Deposito's met vaste looptijd ","Eindstand ","2020-05",57610
"Deposito's met vaste looptijd ","Eindstand ","2020-06",57628
"Deposito's met vaste looptijd ","Eindstand ","2020-07",57520
"Deposito's met vaste looptijd ","Eindstand ","2020-08",57583
"Deposito's met vaste looptijd ","Eindstand ","2020-09",57344
"Deposito's met vaste looptijd ","Eindstand ","2020-10",57478
"Deposito's met vaste looptijd ","Eindstand ","2020-11",57690
"Deposito's met vaste looptijd ","Eindstand ","2020-12",58353
"Deposito's met vaste looptijd ","Eindstand ","2021-01",59373
"Deposito's met vaste looptijd ","Eindstand ","2021-02",59730
"Deposito's met vaste looptijd ","Eindstand ","2021-03",59847
"Deposito's met vaste looptijd ","Eindstand ","2021-04",59877
"Deposito's met vaste looptijd ","Eindstand ","2021-05",60129
"Deposito's met vaste looptijd ","Eindstand ","2021-06",60528
"Deposito's met vaste looptijd ","Eindstand ","2021-07",60721
"Deposito's met vaste looptijd ","Eindstand ","2021-08",60798
"Deposito's met vaste looptijd ","Eindstand ","2021-09",60735
"Deposito's met vaste looptijd ","Eindstand ","2021-10",60480
"Deposito's met vaste looptijd ","Eindstand ","2021-11",60274
"Deposito's met vaste looptijd ","Eindstand ","2021-12",60525
"Deposito's met vaste looptijd ","Eindstand ","2022-01",58519
"Deposito's met vaste looptijd ","Eindstand ","2022-02",58224
"Deposito's met vaste looptijd ","Eindstand ","2022-03",58134
"Deposito's met vaste looptijd ","Eindstand ","2022-04",58562
"Deposito's met vaste looptijd ","Eindstand ","2022-05",58476
"Deposito's met vaste looptijd ","Eindstand ","2022-06",58301
"Deposito's met vaste looptijd ","Eindstand ","2022-07",58170
"Deposito's met vaste looptijd ","Eindstand ","2022-08",58696
"Deposito's met vaste looptijd ","Eindstand ","2022-09",58904
"Deposito's met vaste looptijd ","Eindstand ","2022-10",58758
"Deposito's met vaste looptijd ","Eindstand ","2022-11",59009
"Deposito's met vaste looptijd ","Eindstand ","2022-12",61122
"Deposito's met vaste looptijd ","Eindstand ","2023-01",62705
"Deposito's met vaste looptijd ","Eindstand ","2023-02",63626
"Deposito's met vaste looptijd ","Eindstand ","2023-03",64396
"Deposito's met vaste looptijd ","Eindstand ","2023-04",64863
"Deposito's met vaste looptijd ","Eindstand ","2023-05",65701
"Deposito's met vaste looptijd ","Eindstand ","2023-06",67177
"Deposito's met vaste looptijd ","Eindstand ","2023-07",68400
"Deposito's met vaste looptijd ","Eindstand ","2023-08",70018
"Deposito's met vaste looptijd ","Eindstand ","2023-09",71795
"Deposito's met vaste looptijd ","Eindstand ","2023-10",73761
"Deposito's met vaste looptijd ","Eindstand ","2023-11",75337
"Deposito's met vaste looptijd ","Eindstand ","2023-12",78870
"Deposito's met vaste looptijd ","Eindstand ","2024-01",82295
"Deposito's met vaste looptijd ","Eindstand ","2024-02",84770
"Deposito's met vaste looptijd ","Eindstand ","2024-03",86073
"Deposito's met vaste looptijd ","Eindstand ","2024-04",86876
"Deposito's met vaste looptijd ","Eindstand ","2024-05",87709
"Deposito's met vaste looptijd ","Eindstand ","2024-06",88748
"Deposito's met vaste looptijd ","Eindstand ","2024-07",89715
"Deposito's met vaste looptijd ","Eindstand ","2024-08",90196
"Deposito's met vaste looptijd ","Eindstand ","2024-09",90609
"Deposito's met vaste looptijd ","Eindstand ","2024-10",91319
"Deposito's met vaste looptijd ","Eindstand ","2024-11",91541
"Deposito's met vaste looptijd ","Eindstand ","2024-12",91777
"Deposito's met vaste looptijd ","Netto inleg ","1998-01",35
"Deposito's met vaste looptijd ","Netto inleg ","1998-02",-75
"Deposito's met vaste looptijd ","Netto inleg ","1998-03",-184
"Deposito's met vaste looptijd ","Netto inleg ","1998-04",73
"Deposito's met vaste looptijd ","Netto inleg ","1998-05",-42
"Deposito's met vaste looptijd ","Netto inleg ","1998-06",145
"Deposito's met vaste looptijd ","Netto inleg ","1998-07",281
"Deposito's met vaste looptijd ","Netto inleg ","1998-08",399
