"StandStroom","Soort","Instrument","Looptijd","Definitie","Periode","waarde"
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1997-12",-258
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-01",4791
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-02",1535
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-03",2379
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-04",105
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-05",1760
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","12 ","1998-06",1254
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-06",1254
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-07",1126
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-08",5009
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-09",1929
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-10",-403
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-11",-2534
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","13 ","1998-12",1233
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1998-12",1233
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-01",2714
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-02",917
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-03",3474
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-04",2142
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-05",3547
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-06",2401
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-07",-180
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-08",-1919
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-09",5842
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-10",4730
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-11",-2854
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","1999-12",-2554
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-01",2283
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-02",2403
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-03",704
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-04",1413
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-05",1792
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","14 ","2000-06",2332
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","15 ","2000-06",2332
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","15 ","2000-07",653
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","15 ","2000-08",-852
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","16 ","2000-08",-852
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","16 ","2000-09",225
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","17 ","2000-09",225
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","17 ","2000-10",2121
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","17 ","2000-11",341
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","17 ","2000-12",1256
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2000-12",1256
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-01",2187
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-02",3245
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-04",2803
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-05",869
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-06",3646
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-07",2857
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-08",543
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-09",1476
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-10",1780
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-11",618
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2001-12",-872
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-01",1260
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-02",559
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-03",3284
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-04",-2878
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-05",1388
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-06",821
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-07",939
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","18 ","2002-08",158
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","19 ","2002-08",158
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","19 ","2002-09",967
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","19 ","2002-10",-1227
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","19 ","2002-11",6862
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","19 ","2002-12",-1399
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","20 ","2002-12",-1399
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","20 ","2003-01",4620
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-01",4620
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-02",4574
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-03",1940
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-04",3805
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-05",1921
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-06",4256
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-07",6306
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-08",1203
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-09",1355
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-10",4994
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-11",4919
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","21 ","2003-12",-1105
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2003-12",-1105
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-01",3893
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-02",5397
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-03",2919
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-04",2708
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-05",3341
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-06",3759
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-07",266
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-08",1495
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-09",3498
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-10",8078
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-11",4447
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","22 ","2004-12",942
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2004-12",942
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-01",8685
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-02",4288
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-03",4743
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-04",4482
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-05",3521
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-06",6621
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-07",3403
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-08",6558
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-09",5979
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-10",3266
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-11",-943
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","23 ","2005-12",-2280
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2005-12",-2280
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-01",3404
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-02",-5508
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-03",-607
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-04",3530
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-05",221
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-06",1633
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-07",1858
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-08",2442
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-09",6249
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-10",6370
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-11",4624
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","24 ","2006-12",-434
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2006-12",-434
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-01",3995
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-02",9741
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-03",7689
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-04",-1012
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-05",-746
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-06",3826
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-07",-1816
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-08",-3635
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-09",3282
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-10",255
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-11",2762
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","25 ","2007-12",-2570
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2007-12",-2570
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-01",1056
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-02",-644
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-03",-3960
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-04",2634
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-05",199
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-06",-109
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-07",6257
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-08",-1478
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-09",-8492
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-10",-6181
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-11",-4942
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","26 ","2008-12",-1428
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2008-12",-1428
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-01",-4486
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-02",13384
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-03",6673
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-04",2744
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-05",12427
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-06",1239
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-07",6633
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","27 ","2009-08",158
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","28 ","2009-08",158
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","28 ","2009-09",-2744
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","29 ","2009-09",-2744
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","29 ","2009-10",-2811
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","29 ","2009-11",5789
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","29 ","2009-12",-465
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2009-12",-465
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-01",14369
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-02",2124
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-03",6822
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-04",-2179
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-05",66
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","30 ","2010-06",-3398
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","31 ","2010-06",-3398
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","31 ","2010-07",4961
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","31 ","2010-08",10002
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","32 ","2010-08",10002
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","32 ","2010-09",4975
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","33 ","2010-09",4975
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","33 ","2010-10",10079
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2010-10",10079
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2010-11",322
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2010-12",-1065
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2011-01",8069
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2011-02",1711
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","34 ","2011-03",1448
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-03",1448
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-04",7386
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-05",10516
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-06",1339
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-07",3103
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-08",4110
"Stromen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Schuldbewijzen ","> 2 jaar ","35 ","2011-09",-1394
