"date","Bankruptcies_Bankruptcies","ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Foodproducts._beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2","ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2","ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2","ConsumerConsumption_Electrical_equipment_VolumeChanges_2","ConsumerConsumption_Vehicles_VolumeChanges_2","ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Electricity._gas._water_and_motor_fuels_VolumeChanges_2","ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2","ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConfidence_Consumentenvertrouwen_1","ConsumerConfidence_EconomischKlimaat_2","ConsumerConfidence_Koopbereidheid_3","ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4","ConsumerConfidence_EconomischeSituatieKomende12Maanden_5","ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6","ConsumerConfidence_FinancieleSituatieKomende12Maanden_7","ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8","CPI_CPI_1","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_allGenders_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","ProducerConfidence_ProducerConfidence_1","ProducerConfidence_ExpectedActivity_2","BusinessInterestRates_BigBusinessInterestRate","BusinessInterestRates_Deposit.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.weighted.average.interest.rate","BusinessInterestRates_Marginal.lending.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.marginal.interest.rate","BusinessInterestRates_Main.refinancing.operations..Fixed.rate.tenders","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.minimum.bid.rate","BusinessInterestRates_Rente.op.uitstaande.bedragen..percentages.","BusinessInterestRates_HousingInterestRatesNLD","MoneySupply_M3_1","MoneySupply_M3_2","MoneySupply_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6","LeadingEconomicIndicators_ConsumLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_DEU","LeadingEconomicIndicators_ConsumLeadIndicator_DEU","InternationalUnemploymentIndicators_Germany_unemply_F","InternationalUnemploymentIndicators_Germany_unemply_M","InternationalUnemploymentIndicators_France_unemply_F","InternationalUnemploymentIndicators_France_unemply_M","InternationalUnemploymentIndicators_Italy_unemply_F","InternationalUnemploymentIndicators_Italy_unemply_M","InternationalUnemploymentIndicators_Spain_unemply_F","InternationalUnemploymentIndicators_Spain_unemply_M","InternationalUnemploymentIndicators_Belgium_unemply_F","InternationalUnemploymentIndicators_Belgium_unemply_M","InternationalUnemploymentIndicators_Japan_unemply_F","InternationalUnemploymentIndicators_Japan_unemply_M","InternationalUnemploymentIndicators_United.States_unemply_F","InternationalUnemploymentIndicators_United.States_unemply_M","InternationalEnergyIndicators_Crude.oil..average","InternationalEnergyIndicators_Crude.oil..Brent","InternationalEnergyIndicators_Crude.oil..Dubai","InternationalEnergyIndicators_Crude.oil..WTI","InternationalEnergyIndicators_Coal..Australian","InternationalEnergyIndicators_Coal..South.African...","InternationalEnergyIndicators_Natural.gas..US","InternationalEnergyIndicators_Natural.gas..Europe","InternationalEnergyIndicators_Liquefied.natural.gas..Japan","InternationalEnergyIndicators_Natural.gas.index","InternationalMetals_Aluminum","InternationalMetals_Iron.ore..cfr.spot","InternationalMetals_Copper","InternationalMetals_Lead","InternationalMetals_Tin","InternationalMetals_Nickel","InternationalMetals_Zinc","InternationalMetals_Gold","InternationalMetals_Platinum","InternationalMetals_Silver"
Jan 2022,143,12,11.1,2.7,29.7,53.5,64.3,26.8,24.5,12.2,-2.8,-7.9,8.2,12.9,-28,-43,-18,-55,-32,-18,-7,-28,114.53,3.6,74.1,71.5,7.6,3,2.5,62.1,60.5,3.9,70.2,67.5,66,7.8,3.4,49,2.6,56.7,55.2,6.5,11.7,1.11,-0.5,4.99,0.25,4.7,0,4.25,2.32,1.67,1078255,994689,502456,-0.5649,-0.4767,-0.5601,-0.5273,99.07586,101.744,103.4565,100.3279,2.9,3.7,7.3,7.3,9.7,7.7,15,11.7,5,5.6,2.5,3.1,4,4,83.92,85.53,83.11,83.12,196.95,168.5,4.3325,28.26067331655,14.68575980736,196.91113953145,3005.98,132.53,9782.34,2331.85,41791.7,22355.4,3599.14,1816.02,994.15,23.158
Feb 2022,194,13.9,10,-2.9,29.9,63.4,66.3,23.7,17.1,16.5,-0.5,-6.8,13.4,17.1,-30,-46,-20,-61,-30,-22,-8,-30,115.27,3.4,74.1,71.6,7.3,2.8,2.4,62,60.5,3.6,70.2,67.6,63,7.4,3,48,2.5,56.6,55.2,5.8,11.1,0.93,-0.5,4.99,0.25,4.7,0,4.25,2.3,1.67,1089479,1005466,515793,-0.5531,-0.3353,-0.5315,-0.4762,98.59076,101.6777,103.245,99.83712,2.9,3.6,7.4,7.3,9.9,7.2,15,11.7,5.2,5.3,2.4,2.9,3.9,3.8,93.54333333333,95.76,93.13,91.74,219.78,196.4,4.6577,27.2297159067,16.9952383196,197.5236794019,3245.79,142.84,9943.17,2296.86,43983.35,24015.55,3620.04,1856.3,1049.4,23.542
Mar 2022,207,9.7,2.7,0.2,9.6,27,27.5,7.7,1.3,3.5,-5.6,-13.6,9.5,16.4,-39,-58,-26,-60,-57,-23,-18,-36,119.46,3.3,74.5,72,7.1,2.7,2.4,62.4,60.9,3.6,70.5,68,63,7.3,2.9,49,2.5,57,55.5,5.7,8.9,1.33,-0.5,4.99,0.25,4.7,0,4.25,2.28,1.77,1103043,1017592,525123,-0.5444,-0.2374,-0.4954,-0.4177,97.95469,101.6901,102.9004,99.00836,2.8,3.5,7.4,7.5,9.4,7.4,15,11.8,5.4,5.4,2.3,2.8,3.6,3.7,112.39666666667,115.59,113.11,108.49,314.04,294.42,4.8839,42.39297079612,15.11138495446,271.07990593108,3498.37,152.07,10230.89,2344.84,43949.67,33924.18,3962.21,1947.83,1043.26,25.314
Apr 2022,132,9.7,-0.4,-4.2,7.7,38.8,29.3,-1.3,5,-6.5,-8.4,-17,6,18.8,-48,-69,-34,-73,-65,-33,-24,-44,119.81,3.2,74.6,72.2,6.9,2.5,2.3,62.5,61.1,3.4,70.6,68.1,62,7.1,2.6,50,2.6,57,55.5,7.2,11.3,1.29,-0.5,4.99,0.25,4.7,0,4.25,2.27,1.89,1108825,1022666,525989,-0.5373,0.0131,-0.4479,-0.3109,97.52547,101.7054,102.6722,98.3229,2.8,3.4,7.3,7.7,9.5,7.1,14.9,11.6,5.6,5.9,2.2,2.8,3.5,3.8,103.41333333333,105.78,102.68,101.78,310.85,302,6.5306,32.20418722871,16.28752391901,243.43602963927,3244.41,151.25,10161.38,2380.41,42991.11,33132.74,4360.43,1936.86,965,24.545
May 2022,241,6.2,-6,-1.5,-7.5,8.1,-0.6,-13.4,-8.5,-20.6,-9.5,-20,2.1,17.5,-47,-68,-33,-78,-58,-33,-16,-51,119.05,3.3,74.7,72.3,7.2,2.6,2.3,62.6,61.1,3.6,70.6,68.1,66,7.6,2.6,51,2.6,57.1,55.6,5.8,10,1.35,-0.5,4.99,0.25,4.7,0,4.25,2.26,2.04,1130700,1044187,539850,-0.5457,0.2866,-0.3857,-0.1436,97.36208,101.6291,102.5286,97.89745,2.8,3.4,7.3,7.7,9.4,7.1,14.7,11.3,5.6,6.1,2.4,2.8,3.7,3.6,110.09666666667,112.37,108.32,109.6,371.86,280,8.1373,29.17072267381,16.67909128791,248.79106483489,2830.32,131.21,9377.15,2142.48,35769.39,28062.55,3751.48,1848.5,958.38,21.905
Jun 2022,168,5.2,-3.4,-1.8,-7.4,1.4,-11.7,-15.1,-9,-7.4,3.6,5.8,1.3,12.5,-50,-69,-37,-77,-61,-37,-20,-53,119.05,3.4,74.7,72.2,7.5,2.8,2.4,62.6,61.1,3.6,70.5,68,66,7.6,2.7,51,2.7,57.1,55.5,4.2,8,1.54,-0.5,4.99,0.25,4.7,0,4.25,2.25,2.21,1137226,1050239,540463,-0.5247,0.8522,-0.2392,0.1617,97.14198,101.4904,102.3951,97.47721,2.8,3.4,7.2,7.7,9.4,7.3,14.8,11.2,5.4,6.2,2.5,2.7,3.6,3.7,116.8,120.08,115.73,114.59,374.08,291.3568,7.674,33.55773104275,15.53392071335,263.24491050026,2563.44,130.74,9024.46,2066.38,31559.31,25658.63,3629.73,1836.57,956.59,21.556
Jul 2022,162,2.6,-1.5,1.3,-4,11,-7.2,-14,-5.4,-14.2,-0.3,-2,-1.4,6,-51,-71,-38,-81,-61,-37,-21,-56,121.57,3.6,74.8,72.2,7.8,2.9,2.4,62.6,61.1,3.8,70.8,68.1,69,8,2.9,53,2.7,57.3,55.7,5.3,8.4,1.48,-0.419354838709677,4.99,0.330645161290323,4.7,0.0806451612903225,4.25,2.25,2.43,1147175,1060279,544372,-0.3064,0.9915,0.0366,0.4665,96.92417,101.314,102.1364,96.97671,2.8,3.4,7,7.6,9.2,7,14.8,10.9,5,5.9,2.2,2.8,3.4,3.6,105.08333333333,108.92,106.48,99.85,402.2,269.08655771317,7.2561,51.33003047298,18.88075436128,344.9266757404,2408.42,108.57,7544.81,1985.2,25395.77,21481.89,3105.36,1732.74,869.25,19.075
Aug 2022,195,2,-2.4,2.6,-5.6,-0.6,-6,-9.8,5.5,-2.3,-3.1,-4.9,1.8,5.3,-54,-74,-40,-86,-63,-41,-24,-56,123.95,3.8,75,72.1,8.6,3,2.6,62.8,61.2,4.1,70.9,68,74,8.6,3.1,57,3,57.4,55.7,2.4,7,1.55,0,4.99,0.75,4.7,0.5,4.25,2.26,2.65,1166529,1080975,557320,0.0224,1.2495,0.3947,0.837,96.59406,101.0704,101.8167,96.59232,2.9,3.4,7,7.5,9.6,7.1,14.9,10.9,4.8,5.9,2.3,2.7,3.5,3.7,95.97333333333,98.6,97.75,91.57,406.97,274.61946388546,8.7854,70.04363980339,21.21084797666,454.04014274839,2430.79,108.85,7981.84,2072.72,24647.48,22057.39,3587.57,1764.56,908.65,19.724
Sep 2022,181,1.9,-2.1,-1.3,-3.7,4.6,-5.6,-8.4,-7.6,-4.8,-0.1,-0.3,0.3,4.9,-59,-79,-46,-90,-68,-48,-30,-61,126.89,3.8,75,72.1,8.4,3.1,2.7,63,61.3,4.1,71,68,77,8.9,3,59,3,57.6,55.8,1.2,6.4,1.91,0.425,4.99,1.175,4.7,0.925,4.25,2.27,2.83,1171184,1086163,556706,0.5739,2.233,1.0109,1.5961,96.28601,100.8522,101.5284,96.26418,2.9,3.4,6.9,7.4,9.2,7.1,15,11.2,4.9,5.9,2.4,2.8,3.5,3.6,88.22,90.16,90.63,83.87,430.81,234.98445322437,7.7629,59.10262225038,23.73379073575,391.31952732705,2224.76,99.81,7746.01,1870.1,21124.04,22773.97,3124.97,1680.78,881.24,18.944
Oct 2022,242,0,-3.3,1.9,-6.7,-4.9,-17.5,-9.5,-10,-7.4,-4,-6.7,-1.5,2.5,-59,-75,-48,-89,-62,-50,-31,-62,128.25,3.7,75.1,72.3,7.8,2.9,2.6,63.1,61.5,4,71,68.2,74,8.6,3,57,2.9,57.6,55.9,0.9,5.8,2.17,0.75,4.99,1.5,4.7,1.25,4.25,2.3,3.06,1171176,1086310,546513,0.9152,2.6294,1.4277,1.9974,96.37706,100.7414,101.3617,96.31055,2.9,3.4,7,7.4,9,7,14.9,11.4,5.3,6,2.3,2.8,3.6,3.6,90.32666666667,93.13,90.59,87.26,389.79,191.21987979184,5.6195,39.02204993845,21.84177616254,268.54710666569,2255.54,92.56,7651.08,1999.86,19391.17,22032.89,2967.21,1664.45,914.67,19.426
Nov 2022,299,2.3,-3.1,0.4,-3.6,7.8,-1.6,-8.6,0.7,-5.3,-7,-11.2,0.2,6.9,-56,-72,-46,-88,-56,-49,-27,-62,124.35,3.6,75.3,72.6,7.8,2.9,2.6,63.4,61.7,4,71.3,68.5,73,8.4,2.9,60,3.1,57.9,56.1,1.1,8.6,2.79,1.475,4.99,2.225,4.7,1.975,4.25,2.32,3.23,1184061,1099461,551665,1.4231,2.8283,1.8252,2.3212,96.75632,100.7445,101.3086,96.71745,2.9,3.3,7,7.3,9.2,6.8,14.9,11.6,5.4,6,2.2,2.8,3.6,3.7,87.37666666667,91.07,86.28,84.78,342.16,169.09656696557,5.2769,35.72328224044,19.58626742263,247.17644268952,2350.72,93.34,8049.86,2099.99,21249.5,25562.7,2938.92,1725.07,989.05,21.018
Dec 2022,268,8.7,0.7,-5.8,7,28.7,35.3,-1.8,6.3,-8.7,0.4,-1.2,3.9,16.3,-52,-65,-43,-84,-46,-47,-21,-60,124.94,3.5,75.5,72.9,7.5,2.8,2.5,63.5,62,3.9,71.5,68.8,71,8.1,2.9,57,2.9,58.1,56.4,1,9.1,3.08,1.67741935483871,4.99,2.42741935483871,4.7,2.17741935483871,4.25,2.34,3.4,1148998,1063654,523514,1.7243,3.0181,2.0635,2.5603,97.26054,100.7938,101.3013,97.28455,2.9,3.3,7,7.4,9.2,7,14.9,11.6,5.3,6.1,2.3,2.7,3.5,3.5,78.06666666667,80.9,76.78,76.52,379.23,215,5.503,36.04426003614,20.57674240294,252.11901984185,2401.69,111.84,8375.4,2216.48,24172.37,28946.81,3129.48,1797.55,1010.95,23.326
Jan 2023,282,4.8,-1.4,-5.4,7.5,20.6,20.7,7.1,6.1,-7.1,-9.4,-14.1,3,10.6,-49,-62,-41,-84,-39,-47,-16,-60,123.21,3.6,75.6,72.9,7.8,3,2.4,63.5,62,3.9,71.6,68.8,73,8.2,3.1,55,2.8,58.1,56.5,1.1,10.3,3.2,2,4.99,2.75,4.7,2.5,4.25,2.36,3.51,1149775,1065953,505742,1.9812,3.337,2.3449,2.8579,97.7337,100.8382,101.2655,97.85303,2.8,3.2,6.8,7.4,9.3,6.8,15,11.5,5.1,6.1,2.2,2.7,3.3,3.6,80.41,83.09,80.03,78.11,317.99,172,3.2728,20.18397092135,20.19478822332,149.37872119293,2501.82,122.23,9037.95,2201.26,28154.14,28194.61,3309.81,1897.71,1053.25,23.653
Feb 2023,289,1.9,-4.5,-4.9,-1,1.1,7.4,-4.4,-0.5,-1.9,-9.3,-12,0.5,7.1,-44,-54,-37,-81,-26,-44,-9,-57,124.45,3.5,75.6,72.9,7.8,3,2.2,63.3,61.9,3.8,71.6,68.9,71,8.1,3.2,50,2.6,57.9,56.5,0.9,8.7,3.27,2.375,4.99,3.125,4.7,2.875,4.25,2.38,3.58,1146912,1063301,500376,2.3688,3.5336,2.6403,3.1354,98.18108,100.8568,101.1156,98.31544,2.8,3.2,6.8,7.4,8.9,7,14.8,11.3,4.9,6.1,2.3,2.8,3.5,3.6,80.25333333333,82.71,81.21,76.84,207.48,144.67,2.3836,16.53713727891,18.4153297936,120.03831493101,2416.18,127.6,8936.59,2093.06,26862.9,26727.95,3133.84,1854.54,958.85,21.921
Mar 2023,238,1.6,-2,-6.3,-1.9,-7.7,-3.3,-5.7,-0.9,11.1,3,6.7,-3.6,4.8,-39,-48,-33,-74,-22,-39,-7,-54,124.72,3.5,75.6,72.9,8,2.9,2.2,63.5,62,3.9,71.6,68.8,71,8.1,3.3,48,2.5,58,56.5,0.9,9.8,3.46,2.66129032258065,4.99,3.41129032258065,4.7,3.16129032258065,4.25,2.4,3.55,1155401,1071611,495677,2.7099,3.6466,2.9106,3.2674,98.4278,100.8145,100.8726,98.60494,2.8,3.2,6.8,7.4,9,7.1,14.4,10.9,4.9,6.2,2.4,3,3.4,3.6,76.47333333333,78.53,77.52,73.37,187.23,136.84,2.3049,13.81207686229,16.03312594777,104.51384047273,2296.42,128.37,8856.31,2115.18,23999.96,23288.61,2967.46,1912.73,970.61,21.976
Apr 2023,243,0.5,-1.3,-3.8,1,-2,4.8,-5.1,0.1,1.7,-2.2,-5.9,0.4,2,-37,-48,-30,-74,-23,-35,-4,-51,126.01,3.4,75.7,73.1,7.9,2.8,2.1,63.4,62.1,3.7,71.6,68.9,72,8.1,3.2,44,2.3,57.9,56.6,-0.3,7.9,3.7,3,4.99,3.75,4.7,3.5,4.25,2.42,3.68,1145394,1061229,478770,2.9536,3.7437,3.167,3.498,98.46128,100.6751,100.5691,98.88689,2.7,3.2,7,7.5,8.8,7.1,13.8,10.6,4.9,6.2,2.4,2.7,3.4,3.5,82.46,84.11,83.83,79.44,194.28,133.7451,2.1611,13.52052961513,14.3660625523,100.25219027939,2343.23,117.39,8809.42,2149.43,25793.75,23894.56,2767.56,1999.77,1050.74,25.01
May 2023,329,0,-2.6,-4.4,-2,-6.3,-1.3,-5.4,-6.3,16.7,-1.1,-0.6,0.6,2,-38,-53,-28,-74,-31,-31,-3,-50,126.26,3.5,75.7,73.1,8.2,2.9,2.1,63.4,62.1,3.8,71.5,68.8,76,8.5,3.3,42,2.1,57.8,56.5,-1.7,7.1,3.55,3.17741935483871,4.99,3.92741935483871,4.7,3.67741935483871,4.25,2.43,3.79,1168229,1084029,486620,3.1474,3.8618,3.3664,3.679,98.36016,100.5059,100.1777,99.01932,2.7,3.2,7.1,7.4,9,6.9,13.6,10.5,5,6.3,2.4,2.7,3.6,3.7,74.12333333333,75.7,75.08,71.59,160.48,103,2.1464,10.10875599841,13.4302962772,83.22022900283,2268.6,105.15,8217.47,2083.6,25533.8,21970.39,2475.7,1992.13,1062.73,24.267
Jun 2023,313,0.5,1,-3.3,2.6,3.9,6.6,1.5,-3.1,10.8,4,3.8,5.1,0.1,-39,-54,-29,-74,-33,-31,-5,-51,125.83,3.5,75.7,73.1,8.3,2.8,2.1,63.4,62.1,3.7,71.5,68.8,75,8.4,3.1,42,2.2,57.8,56.5,-2.7,5.9,4.05,3.33333333333333,4.99,4.08333333333333,4.7,3.83333333333333,4.25,2.45,3.92,1164209,1079893,476328,3.3425,4.0073,3.5359,3.8253,98.31927,100.3349,99.76306,99.00174,2.7,3.2,7.2,7.4,8.4,6.7,13.5,10.5,4.9,6.2,2.2,2.8,3.4,3.7,73.26333333333,74.89,74.67,70.23,139.42,98.58,2.1834,10.35062473915,12.67923100243,84.31052883413,2184.75,113.45,8396.52,2122.89,27216.68,21233.28,2375.45,1942.9,970.64,23.417
Jul 2023,267,-0.5,-2.6,-3.1,-3.6,-7.2,-6,-6.3,-5.6,0.8,0.3,-0.6,0.5,1.1,-39,-54,-29,-73,-36,-30,-5,-52,127.13,3.6,75.8,73,8.6,2.9,2.1,63.6,62.2,3.7,71.5,68.8,75,8.5,3.2,41,2.1,57.8,56.5,-2.7,6.7,4.21,3.5,4.99,4.25,4.7,4,4.25,2.47,3.95,1156492,1072004,459414,3.469,4.149,3.6718,3.9425,98.35582,100.1627,99.39566,98.90056,2.8,3.3,7.4,7.4,9.1,6.8,13.7,10.5,4.7,5.9,2.4,2.7,3.3,3.7,78.98333333333,80.1,80.46,76.39,140.63,96.75,2.554,9.54528398968,12.98891009773,85.19210092749,2159.73,114.43,8476.68,2109.12,28743.14,21091.26,2404.65,1951.02,950.42,24.256
Aug 2023,335,0.7,0.3,-2.3,2.4,2.4,5.9,3.7,-0.6,8.9,0.5,-1.7,4,1,-40,-56,-29,-75,-36,-29,-5,-54,127.7,3.6,75.9,73.2,8.7,2.9,2.1,63.8,62.4,3.7,71.7,69,76,8.6,3,43,2.2,58,56.7,-4.6,2.3,4.44,3.74193548387097,4.99,4.49193548387097,4.7,4.24193548387097,4.25,2.49,3.98,1159073,1074943,457856,3.627,4.073,3.7803,3.9445,98.43799,100.0239,99.19345,98.73193,2.8,3.3,7.5,7.3,8.6,6.8,13.7,10.5,4.7,5.8,2.4,2.9,3.5,4,84.72433333333,86.163,86.61,81.4,152.61,97.6046,2.5845,11.19194456369,12.5440734797,93.08927852791,2136.57,110.2,8349.13,2153.84,26074.87,20438.65,2406.72,1918.7,925,23.437
Sep 2023,302,-0.3,-1.3,-1.6,0.6,-4.9,-5.7,0.4,1,8.7,-4.5,-11,3.8,0.4,-39,-57,-28,-76,-39,-29,-5,-49,127.16,3.7,75.7,73,8.8,2.9,2.2,63.7,62.3,3.8,71.5,68.8,77,8.7,3.1,44,2.3,58,56.7,-3.9,4.1,4.31,3.84166666666667,4.99,4.59166666666667,4.7,4.34166666666667,4.25,2.51,4.05,1156182,1072313,450262,3.7577,4.1492,3.88,4.0303,98.50699,99.97092,99.16499,98.60142,2.9,3.4,7.5,7.4,9,6.8,13.7,10.5,5,5.7,2.4,2.7,3.4,4.1,92.22,94,93.08,89.58,162.47,99.85,2.6395,11.54929514615,12.21064536834,95.23010326937,2184.67,120.98,8276.71,2252.1,25573.93,19644.64,2495.5,1915.95,920.9,23.101
Oct 2023,356,2.3,3.9,1.4,4.3,5.5,-3,-0.5,15,-3.6,7.2,7.6,6.3,1.1,-38,-56,-27,-74,-37,-30,-4,-46,127.73,3.6,75.8,73.1,8.4,2.9,2.2,63.8,62.5,3.6,71.4,68.8,71,8,3,44,2.3,58,56.7,-3.7,4.1,4.54,4,4.99,4.75,4.7,4.5,4.25,2.52,3.82,1150812,1067165,440061,3.861,4.16,3.9676,4.1148,98.65814,99.97694,99.15536,98.54571,2.9,3.4,7.5,7.6,9,6.9,13.6,10.5,5.4,5.6,2.5,2.6,3.6,4.1,89.08366666667,91.061,90.62,85.57,142.12,128.4,2.9886,14.56950705657,12.61988140399,114.10461380273,2192.21,118.97,7937.18,2133.72,24536.07,18281.23,2448.56,1916.25,891.9,22.379
Nov 2023,317,0.2,0.5,-0.5,0.2,6.9,-4.4,-2.3,-6.9,4.7,2.3,3.4,0.9,-0.1,-33,-47,-24,-66,-28,-28,-1,-42,126.4,3.5,75.9,73.2,8.2,2.9,2.2,63.9,62.5,3.6,71.7,69.2,68,7.7,2.9,46,2.3,58.2,56.9,-2.6,5.9,4.37,4,4.99,4.75,4.7,4.5,4.25,2.53,4.13,1160525,1077109,443547,3.8407,4.0221,3.9716,4.0647,98.9256,99.98923,99.14257,98.52843,2.9,3.4,7.5,7.7,8.6,6.7,13.5,10.5,5.4,5.6,2.4,2.7,3.4,4,81.35433333333,83.183,83.45,77.43,126.82,109,2.7084,14.48505487638,12.72340659405,110.370695067,2202.26,131.07,8189.59,2188.46,24167.86,17027.36,2543.61,1984.11,905.75,23.488
Dec 2023,327,-0.1,0.1,-1.2,3.4,2.1,6,2.6,-5.4,-1.7,-3.2,-9.5,5.2,-0.3,-29,-41,-21,-62,-19,-24,2,-40,126.45,3.6,76,73.3,8.1,3,2.1,64.1,62.7,3.6,71.8,69.2,68,7.6,3.2,46,2.3,58.4,57,-5.7,1.1,4.6,4,4.99,4.75,4.7,4.5,4.25,2.55,4.13,1150873,1066457,441225,3.8594,3.6699,3.9331,3.9243,99.16047,99.93879,99.11904,98.5728,2.9,3.4,7.5,7.8,8.1,6.3,13.4,10.5,5.4,5.8,2.1,2.8,3.6,3.9,75.71933333333,77.858,77.22,72.08,141.82,108.8294,2.5265,11.50665790666,14.43954521976,95.16527233838,2182.43,137.05,8399.94,2026.91,24600.26,16460.84,2502.39,2026.18,935.47,23.878
Jan 2024,474,0.9,0.5,-3.6,-0.1,12.3,1.8,-0.4,-3.8,-7.6,6.1,8.1,4,1.2,-28,-39,-20,-59,-20,-22,2,-39,127.11,3.6,76.1,73.4,8.2,3.1,2.2,64.3,62.9,3.8,72,69.3,70,7.8,3.3,47,2.4,58.6,57.2,-4.4,1.8,4.2,4,4.99,4.75,4.7,4.5,4.25,2.56,4.04,1140631,1056088,419975,3.869,3.6092,3.9253,3.8917,99.26073,99.96341,99.01116,98.58663,3,3.5,7.3,7.8,8.1,6.4,13.3,10.6,5.1,6.1,2.3,2.6,3.4,3.9,77.67233333333,80.227,78.86,73.93,124.9,106.75,3.1806,9.55961355312,14.3441541813,93.78743063756,2192.82,135.82,8338.88,2086.12,25099.84,16103.83,2515.42,2034.04,925.86,22.916
Feb 2024,350,0.4,-0.9,-2.1,1.7,6.9,4.2,6.7,8.1,1.3,-3.6,-5.4,6.1,1.4,-26,-41,-17,-56,-26,-16,2,-37,127.95,3.7,76,73.2,8.7,3.1,2.2,64.1,62.7,3.9,71.9,69.1,74,8.3,3.3,50,2.5,58.5,57,-4.2,4.6,4.15,4,4.99,4.75,4.7,4.5,4.25,2.57,3.9,1140711,1056286,419169,3.8685,3.6705,3.9232,3.9005,99.36057,100.003,98.88927,98.79872,3,3.5,7.2,7.6,8.4,6.5,13.1,10.5,5,6.3,2.5,2.7,3.9,3.8,80.548,83.764,81.18,76.7,124.22,105.193,1.7211,8.14838086764,13.64499251382,68.88153866328,2179.46,124.39,8304.95,2079.83,26104.1,16338.46,2360.09,2023.24,894.29,22.657
Mar 2024,345,0.7,0.1,-1.4,4.9,12,7.1,3,4.7,-4.5,-6.2,-12,4.2,1.2,-22,-35,-14,-42,-27,-12,4,-33,128.58,3.6,76,73.2,8.7,3,2.1,64,62.7,3.8,71.8,69.1,73,8.2,3.4,42,2.2,58.2,57,-4.8,3.5,4.52,4,4.99,4.75,4.7,4.5,4.25,2.58,3.79,1156784,1071931,429466,3.8521,3.7162,3.9224,3.8932,99.43753,100.0573,98.8192,99.11035,3.1,3.5,7.2,7.5,8.2,5.9,13,10.4,4.9,6.2,2.5,2.7,3.9,3.8,83.54566666667,85.447,84.7,80.49,131.49,104.84,1.4999,8.55372632183,13.18562895162,67.81120956091,2226.16,109.79,8689.13,2056.2,27450.46,17438.83,2461.04,2158.01,908.75,24.518
