,Bankruptcies_Bankruptcies,ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Foodproducts,_beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3",ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2,ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2,ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2,ConsumerConsumption_Electrical_equipment_VolumeChanges_2,ConsumerConsumption_Vehicles_VolumeChanges_2,ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Electricity,_gas,_water_and_motor_fuels_VolumeChanges_2",ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2,ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConfidence_Consumentenvertrouwen_1,ConsumerConfidence_EconomischKlimaat_2,ConsumerConfidence_Koopbereidheid_3,ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4,ConsumerConfidence_EconomischeSituatieKomende12Maanden_5,ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6,ConsumerConfidence_FinancieleSituatieKomende12Maanden_7,ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8,CPI_CPI_1,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_allGenders_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,ProducerConfidence_ProducerConfidence_1,ProducerConfidence_ExpectedActivity_2,BusinessInterestRates_BigBusinessInterestRate,BusinessInterestRates_Deposit rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders weighted average interest rate,BusinessInterestRates_Marginal lending rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders marginal interest rate,BusinessInterestRates_Main refinancing operations: Fixed rate tenders,BusinessInterestRates_Main refinancing operations: Variable rate tenders minimum bid rate,BusinessInterestRates_Rente op uitstaande bedragen (percentages),BusinessInterestRates_HousingInterestRatesNLD,MoneySupply_M3_1,MoneySupply_M3_2,MoneySupply_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6,LeadingEconomicIndicators_ConsumLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_DEU,LeadingEconomicIndicators_ConsumLeadIndicator_DEU,InternationalUnemploymentIndicators_Germany_unemply_F,InternationalUnemploymentIndicators_Germany_unemply_M,InternationalUnemploymentIndicators_France_unemply_F,InternationalUnemploymentIndicators_France_unemply_M,InternationalUnemploymentIndicators_Italy_unemply_F,InternationalUnemploymentIndicators_Italy_unemply_M,InternationalUnemploymentIndicators_Spain_unemply_F,InternationalUnemploymentIndicators_Spain_unemply_M,InternationalUnemploymentIndicators_Belgium_unemply_F,InternationalUnemploymentIndicators_Belgium_unemply_M,InternationalUnemploymentIndicators_Japan_unemply_F,InternationalUnemploymentIndicators_Japan_unemply_M,InternationalUnemploymentIndicators_United States_unemply_F,InternationalUnemploymentIndicators_United States_unemply_M,"InternationalEnergyIndicators_Crude oil, average","InternationalEnergyIndicators_Crude oil, Brent","InternationalEnergyIndicators_Crude oil, Dubai","InternationalEnergyIndicators_Crude oil, WTI","InternationalEnergyIndicators_Coal, Australian","InternationalEnergyIndicators_Coal, South African **","InternationalEnergyIndicators_Natural gas, US","InternationalEnergyIndicators_Natural gas, Europe","InternationalEnergyIndicators_Liquefied natural gas, Japan",InternationalEnergyIndicators_Natural gas index,InternationalMetals_Aluminum,"InternationalMetals_Iron ore, cfr spot",InternationalMetals_Copper,InternationalMetals_Lead,InternationalMetals_Tin,InternationalMetals_Nickel,InternationalMetals_Zinc,InternationalMetals_Gold,InternationalMetals_Platinum,InternationalMetals_Silver
1998-03-01,538.0,,,,,,,,,,,,,,31.0,43.0,23.0,51.0,35.0,22.0,28.0,20.0,71.7,,,,,,,,,,,,,,,,,,,2.5,8.6,,,,,,,,,,283644.0,266815.0,92999.0,4.14,4.05,4.11,4.04,102.1097,101.1538,100.8059,99.1805,10.4,9.0,11.7,9.8,15.2,8.6,23.4,12.5,12.0,7.6,3.7,3.9,4.8,4.6,13.12333333333,13.08,11.53,14.76,31.88,26.74,2.23,2.61,3.44,41.81816933461,1437.7,31.0,1747.98,559.8,5476.8,5395.8,1047.6,295.94,398.99,6.2429
1998-04-01,502.0,,,,,,,,,,,,,,31.0,42.0,24.0,50.0,34.0,22.0,27.0,24.0,71.88,,,,,,,,,,,,,,,,,,,3.1,10.9,,,,,,,,,,287953.0,270903.0,93619.0,4.12,4.12,4.09,4.06,102.1185,101.1382,100.707,99.35814,10.4,9.0,11.8,9.8,15.6,8.9,23.5,12.4,12.0,7.7,3.9,4.1,4.6,4.1,13.5,13.39,11.79,15.32,31.18,27.35,2.42,2.54,3.19,43.62325861007,1418.16,31.0,1800.9,572.7,5714.8,5393.88,1097.0,308.29,413.75,6.341
1998-05-01,356.0,,,,,,,,,,,,,,33.0,43.0,26.0,51.0,34.0,24.0,28.0,27.0,71.81,,,,,,,,,,,,,,,,,,,2.3,8.5,,,,,,,,,,298242.0,280833.0,101417.0,4.07,4.13,4.06,4.05,102.1723,101.1174,100.5855,99.57996,10.3,8.9,11.8,9.8,15.6,8.9,23.7,12.3,11.9,7.7,3.9,4.2,4.5,4.3,14.02666666667,14.39,12.79,14.9,30.28,27.63,2.14,2.51,3.0,39.95177112884,1364.72,31.0,1732.53,543.5,5874.7,5020.0,1061.1,299.1,388.9,5.575
1998-06-01,439.0,,,,,,,,,,,,,,33.0,42.0,28.0,51.0,33.0,24.0,29.0,30.0,71.51,,,,,,,,,,,,,,,,,,,2.9,10.9,,,,,,,,,,299984.0,282757.0,100417.0,4.02,4.08,4.02,4.02,102.1429,101.1128,100.4723,99.90578,10.2,8.9,11.7,9.8,15.6,8.9,24.0,12.2,11.8,7.6,4.1,4.1,4.6,4.4,12.479,12.058,11.673,13.706,30.0,27.33,2.17,2.5,3.0,40.26853259415,1307.24,31.0,1660.52,528.3,5970.0,4475.7,1009.8,292.32,355.43,5.263
1998-07-01,444.0,,,,,,,,,,,,,,33.0,41.0,27.0,49.0,33.0,25.0,28.0,29.0,71.65,,,,,,,,,,,,,,,,,,,2.8,11.3,,,,,,,,,,301350.0,284145.0,99094.0,3.94,4.01,3.95,3.95,102.0373,101.0878,100.3343,100.267,10.1,8.8,11.7,9.8,15.4,8.8,23.9,12.0,11.6,7.6,4.1,4.1,4.5,4.6,12.69966666667,12.01,11.977,14.112,30.0,26.55,2.17,2.4,2.84,39.68473630094,1309.21,31.0,1651.04,546.2,5653.7,4325.43,1040.3,292.87,378.43,5.4552
1998-08-01,326.0,,,,,,,,,,,,,,30.0,37.0,26.0,46.0,27.0,23.0,27.0,28.0,71.66,,,,,,,,,,,,,,,,,,,1.6,10.2,,,,,,,,,,295743.0,278768.0,98435.0,3.94,3.93,3.93,3.91,101.7495,101.0154,100.1524,100.4485,10.0,8.7,11.6,9.8,15.4,8.8,23.6,11.9,11.6,7.8,4.2,4.4,4.6,4.4,12.48796666667,11.8805,12.181,13.4024,26.2,26.3,1.85,2.37,2.79,35.62236307322,1310.9,31.0,1620.93,536.7,5691.5,4080.63,1029.8,284.11,369.18,5.1792
1998-09-01,540.0,,,,,,,,,,,,,,24.0,22.0,25.0,36.0,8.0,24.0,23.0,28.0,72.25,,,,,,,,,,,,,,,,,,,1.5,11.1,,,,,,,,,,298989.0,282330.0,100487.0,3.96,3.75,3.93,3.82,101.3711,100.903,99.91954,100.5931,9.9,8.7,11.6,9.8,15.4,8.7,23.6,11.7,11.5,7.9,4.1,4.5,4.6,4.6,13.80333333333,13.36,13.07,14.98,27.09,26.43,2.01,2.33,2.74,37.34126914897,1342.27,31.0,1647.64,520.2,5485.7,4102.16,1000.0,288.98,361.15,4.9992
1998-10-01,364.0,,,,,,,,,,,,,,14.0,0.0,22.0,21.0,-20.0,23.0,19.0,25.0,72.41,,,,,,,,,,,,,,,,,,,-1.3,5.6,,,,,,,,,,299452.0,282758.0,102528.0,3.86,3.59,3.81,3.68,101.1128,100.6295,99.67172,100.7506,9.8,8.6,11.6,9.9,15.5,8.9,23.3,11.5,11.3,7.7,4.3,4.3,4.7,4.4,13.26333333333,12.56,12.81,14.42,27.1,26.08,1.89,2.17,2.76,35.13697869156,1304.06,31.0,1586.39,492.8,5432.1,3871.93,940.5,295.93,342.6,5.0092
1998-11-01,378.0,,,,,,,,,,,,,,11.0,-5.0,21.0,15.0,-25.0,22.0,20.0,23.0,72.41,,,,,,,,,,,,,,,,,,,-1.9,4.7,,,,,,,,,,299267.0,282626.0,103516.0,3.67,3.55,3.69,3.62,101.0832,100.3871,99.48726,100.7909,9.7,8.6,11.6,9.9,15.4,8.9,22.8,11.3,11.1,7.6,4.4,4.5,4.6,4.3,11.88,10.92,11.76,12.96,26.1,26.7,2.103,2.15,2.78,37.64198756894,1294.96,31.0,1573.95,494.2,5478.3,4131.91,967.1,294.12,347.18,4.9733
1998-12-01,306.0,,,,,,,,,,,,,,13.0,-2.0,23.0,16.0,-21.0,23.0,22.0,24.0,72.21,,,,,,,,,,,,,,,,,,,-2.4,6.5,,,,,,,,,,299699.0,282829.0,104192.0,3.44,3.27,3.37,3.32,101.0794,100.2803,99.32704,100.708,9.6,8.5,11.6,9.9,15.4,8.9,22.3,11.1,11.0,7.6,4.3,4.5,4.4,4.3,10.41,9.8,10.12,11.31,26.1,26.7,1.74,2.13,2.72,33.09821408636,1249.06,31.0,1473.57,501.3,5257.6,3878.21,959.2,291.68,351.79,4.8775
1999-01-01,285.0,,,,,,,,,,,,,,13.0,0.0,21.0,18.0,-17.0,21.0,23.0,20.0,72.25,,,,,,,,,,,,,,,,,,,-1.9,6.5,,2.435483870967742,,3.774193548387097,,3.0,,,,307721.0,291419.0,111802.0,3.1583,3.0617,3.1321,3.0915,101.011,100.2536,99.13741,100.6187,9.5,8.5,11.6,10.0,15.0,8.6,21.2,10.8,10.9,7.5,4.3,4.6,4.4,4.2,11.44333333333,11.06,10.78,12.49,26.1,26.5,1.86,2.02,2.77,34.06635658479,1218.46,27.59,1431.18,492.3,5109.8,4268.75,932.8,287.08,355.11,5.1393
1999-02-01,327.0,,,,,,,,,,,,,,12.0,0.0,21.0,15.0,-15.0,20.0,23.0,18.0,72.61,,,,,,,,,,,,,,,,,,,-1.9,6.4,,2.0,,4.5,,3.0,,,,301945.0,285664.0,106832.0,3.1264,3.0297,3.0934,3.04,100.9335,100.262,98.95208,100.5177,9.4,8.4,11.6,10.0,15.0,8.6,20.4,10.4,10.9,7.5,4.6,4.7,4.5,4.3,10.75333333333,10.2,10.05,12.01,26.1,26.38,1.77,2.01,2.78,32.93268823415,1186.85,27.59,1410.78,513.7,5268.5,4626.38,1017.3,287.33,364.07,5.5306
1999-03-01,390.0,,,,,,,,,,,,,,13.0,0.0,21.0,14.0,-15.0,20.0,23.0,22.0,73.24,,,,,,,,,,,,,,,,,,,-3.8,6.6,,2.0,,4.5,,3.0,,,,309078.0,292875.0,110667.0,3.0548,3.0462,3.0467,3.025,100.9119,100.2496,98.83717,100.31,9.3,8.3,11.6,10.0,15.0,8.6,20.0,10.1,10.9,7.6,4.6,4.8,4.4,3.9,13.16666666667,12.47,12.37,14.66,26.1,25.05,1.79,1.95,2.78,32.89031735025,1181.59,27.59,1378.35,507.8,5360.2,5011.3,1030.0,285.96,369.93,5.1942
1999-04-01,342.0,,,,,,,,,,,,,,15.0,1.0,24.0,15.0,-13.0,22.0,24.0,26.0,73.4,,,,,,,,,,,,,,,,,,,-2.2,7.8,,1.6333333333333333,,3.7666666666666666,,2.716666666666667,,,,316966.0,300423.0,114165.0,2.6947,2.7564,2.6965,2.7043,101.01,100.252,98.79682,100.0842,9.2,8.3,11.7,10.0,15.3,8.4,19.8,9.7,10.8,7.7,4.5,4.9,4.6,4.1,15.86666666667,15.3,14.96,17.34,26.1,25.05,2.15,1.87,2.76,36.86806394781,1278.2,27.59,1466.0,519.3,5393.0,5102.63,1019.0,282.62,357.15,5.0603
1999-05-01,263.0,,,,,,,,,,,,,,16.0,2.0,25.0,14.0,-9.0,23.0,25.0,27.0,73.42,,,,,,,,,,,,,,,,,,,-1.7,6.6,,1.5,,3.5,,2.5,,,,326720.0,310167.0,120599.0,2.5661,2.6827,2.579,2.5976,101.1373,100.2667,98.84154,99.93641,9.2,8.2,11.6,10.0,15.3,8.3,19.8,9.5,10.7,7.7,4.3,4.9,4.2,4.2,16.06333333333,15.14,15.3,17.75,26.1,25.05,2.25,1.89,2.88,38.25877998366,1323.46,27.59,1511.16,541.5,5649.2,5399.34,1040.3,276.44,356.01,5.2619
1999-06-01,364.0,,,,,,,,,,,,,,16.0,3.0,25.0,12.0,-7.0,23.0,26.0,26.0,73.14,,,,,,,,,,,,,,,,,,,-0.7,9.0,,1.5,,3.5,,2.5,,,,320727.0,304138.0,117519.0,2.6055,2.8363,2.6267,2.6801,101.2865,100.3455,98.98192,99.88751,9.1,8.2,11.5,9.9,15.3,8.3,20.0,9.4,10.3,7.4,4.4,5.1,4.4,4.2,16.39333333333,15.77,15.52,17.89,26.1,25.25,2.3,1.91,2.93,38.99490278459,1315.31,27.59,1422.48,496.1,5265.9,5195.0,1000.5,261.31,356.78,5.0269
1999-07-01,281.0,,,,,,,,,,,,,,20.0,11.0,26.0,19.0,3.0,23.0,27.0,26.0,73.06,,,,,,,,,,,,,,,,,,,-0.2,10.3,,1.5,,3.5,,2.5,,,,326908.0,310171.0,117431.0,2.6345,3.03,2.6765,2.8975,101.4653,100.438,99.16063,99.93533,9.0,8.1,11.4,9.8,14.8,8.5,20.1,9.3,9.8,7.1,4.6,5.0,4.5,4.2,18.98666666667,19.01,17.88,20.07,26.1,23.78,2.31,2.0,2.99,39.58484367474,1403.76,27.59,1640.0,495.8,5230.0,5700.11,1072.1,256.08,349.06,5.1797
1999-08-01,273.0,,,,,,,,,,,,,,20.0,13.0,25.0,20.0,6.0,25.0,27.0,24.0,73.46,,,,,,,,,,,,,,,,,,,-1.1,7.0,,1.5,,3.5,,2.5,,,,330270.0,313787.0,117963.0,2.6135,3.2373,2.695,3.0533,101.7225,100.5486,99.36839,99.98791,9.0,8.1,11.3,9.6,14.7,8.5,20.0,9.4,9.7,7.0,4.6,4.8,4.3,4.1,20.27,20.22,19.34,21.25,26.1,23.14,2.79,2.08,3.17,45.9159294293,1431.32,27.59,1647.62,503.1,5230.2,6448.69,1130.6,256.69,350.06,5.2603
1999-09-01,346.0,,,,,,,,,,,,,,27.0,27.0,27.0,34.0,20.0,25.0,31.0,27.0,73.8,,,,,,,,,,,,,,,,,,,0.7,7.6,,1.5,,3.5,,2.5,,,,329706.0,313365.0,119154.0,2.5835,3.3011,2.7267,3.1071,102.013,100.7696,99.5701,100.0658,8.9,8.0,11.1,9.5,14.7,8.4,19.9,9.3,9.7,6.6,4.6,4.6,4.4,4.1,22.7,22.4,21.84,23.86,26.1,22.5,2.54,2.2,3.35,43.57251180867,1492.48,27.59,1750.34,507.3,5342.5,7028.41,1193.8,264.74,370.93,5.2089
1999-10-01,308.0,,,,,,,,,,,,,,33.0,37.0,30.0,43.0,31.0,27.0,34.0,29.0,73.86,,,,,,,,,,,,,,,,,,,4.6,14.5,,1.5,,3.5,,2.5,,,,329625.0,313243.0,118679.0,2.7629,3.6837,3.3757,3.4571,102.248,101.0289,99.77667,100.1917,8.8,8.0,11.1,9.4,14.3,8.4,19.5,9.2,9.8,6.3,4.6,4.7,4.1,4.1,21.95,21.95,21.26,22.64,25.6,22.5,2.72,2.47,3.57,47.19094018873,1474.41,27.59,1724.12,497.1,5430.7,7321.19,1148.7,310.72,421.14,5.4123
1999-11-01,332.0,,,,,,,,,,,,,,34.0,38.0,32.0,48.0,28.0,29.0,34.0,33.0,73.95,,,,,,,,,,,,,,,,,,,4.0,14.6,,1.933333333333333,,3.933333333333333,,2.85,,,,333423.0,317059.0,119236.0,3.0607,3.6892,3.4677,3.4843,102.2822,101.152,99.99487,100.3127,8.8,7.9,10.9,9.3,14.2,8.4,19.3,9.2,9.8,6.2,4.3,4.7,4.2,4.0,24.16333333333,24.59,23.05,24.85,25.1,23.5,2.36,2.51,3.73,43.11788386804,1472.76,27.59,1727.55,478.3,5842.1,7949.55,1147.2,293.18,434.02,5.1538
1999-12-01,329.0,,,,,,,,,,,,,,35.0,37.0,34.0,49.0,24.0,32.0,34.0,34.0,73.7,,,,,,,,,,,,,,,,,,,3.3,11.6,,2.0,,4.0,,3.0,,,,330006.0,313011.0,118417.0,3.5094,3.8263,3.446,3.5117,102.3082,101.1523,100.2071,100.4435,8.7,7.9,10.7,9.1,14.2,8.4,18.9,9.1,9.4,6.2,4.3,4.8,4.1,4.0,25.1,25.59,23.63,26.08,25.1,22.58,2.36,2.66,3.94,43.97325348519,1554.48,27.59,1764.75,479.1,5721.3,8083.38,1183.8,283.07,439.13,5.1573
2000-01-01,310.0,4.0,3.2,0.2,4.9,2.5,3.4,6.0,20.3,0.6,3.1,4.3,0.7,4.7,36.0,42.0,33.0,53.0,30.0,31.0,35.0,34.0,73.55,,,,,,,,,,,,,,,,,,,2.9,7.9,,2.0,,4.0,,3.0,,,,336729.0,320352.0,122345.0,3.1502,3.9495,3.3431,3.5563,102.3394,101.1543,100.3629,100.5647,8.6,7.8,10.6,9.0,14.1,8.3,18.6,9.1,8.8,6.3,4.4,4.9,4.1,3.9,25.31,25.38,23.28,27.27,25.1,22.78,2.42,3.36,4.15,48.17191029508,1680.28,28.79,1843.98,472.1,5927.8,8309.5,1178.8,284.32,441.0,5.1882
2000-02-01,345.0,3.9,4.1,1.9,8.4,15.2,11.4,8.7,24.6,7.4,-1.3,-2.1,8.0,3.7,35.0,41.0,32.0,52.0,29.0,30.0,34.0,32.0,74.0,,,,,,,,,,,,,,,,,,,2.9,9.7,,2.2241379310344827,,4.224137931034483,,3.181034482758621,,,,343289.0,326992.0,124710.0,3.3591,4.1114,3.5368,3.7347,102.3299,101.2057,100.5164,100.6844,8.6,7.8,10.5,8.9,14.1,8.3,18.2,8.7,8.4,6.1,4.5,5.1,4.1,4.1,27.22096666667,27.7048,24.6771,29.281,25.1,23.62,2.65,3.46,4.21,51.48093296333,1670.27,28.79,1800.83,452.4,5642.1,9653.33,1094.9,299.86,519.71,5.2467
2000-03-01,365.0,4.7,3.6,5.2,4.0,-0.7,6.6,5.7,20.3,4.7,1.0,-0.8,4.4,5.6,35.0,41.0,31.0,53.0,30.0,30.0,32.0,30.0,74.66,,,,,,,,,,,,,,,,,,,3.6,10.6,,2.370967741935484,,4.370967741935484,,3.3306451612903225,,,,350251.0,333840.0,127603.0,3.5892,4.2675,3.747,3.9362,102.3343,101.2909,100.6472,100.7554,8.5,7.7,10.3,8.8,14.1,8.2,17.9,8.5,8.3,5.8,4.5,5.1,4.3,3.8,27.49,27.47,25.08,29.92,25.1,24.4,2.79,3.51,4.46,53.58807732139,1577.05,28.79,1739.39,441.3,5457.8,10280.11,1116.4,286.39,479.33,5.0649
2000-04-01,306.0,4.2,2.7,2.7,2.5,3.2,8.0,2.7,13.0,-6.0,3.1,2.7,1.6,5.6,36.0,45.0,30.0,55.0,34.0,28.0,32.0,29.0,74.78,,,,,,,,,,,,,,,,,,,3.8,9.8,,2.525,,4.525,,3.5,,,,352646.0,336075.0,127135.0,3.7909,4.3645,3.9253,4.0827,102.3114,101.358,100.7397,100.8058,8.5,7.7,10.2,8.7,14.0,7.9,17.5,8.4,8.7,5.6,4.6,4.9,4.0,3.7,23.47,22.54,22.03,25.84,25.1,24.94,3.03,3.68,4.64,57.43261107734,1457.14,28.79,1678.75,421.1,5384.4,9727.5,1127.6,279.69,497.55,5.0645
2000-05-01,379.0,3.6,1.9,0.3,3.6,7.6,11.1,4.9,23.0,-1.3,0.7,1.3,2.5,5.1,34.0,41.0,29.0,52.0,30.0,29.0,30.0,29.0,75.02,,,,,,,,,,,,,,,,,,,5.0,11.6,,2.75,,4.75,,3.725806451612903,,,,359751.0,343038.0,133419.0,4.1632,4.8485,4.362,4.5439,102.2522,101.4218,100.8157,100.8866,8.4,7.7,10.1,8.6,13.9,7.9,17.4,8.3,8.7,5.4,4.5,4.7,4.2,3.9,27.18666666667,27.34,25.39,28.83,25.6,26.05,3.58,3.55,4.53,63.41892545241,1466.79,28.79,1785.62,412.1,5451.2,10130.24,1156.9,275.19,525.89,4.9796
2000-06-01,336.0,2.7,-0.5,2.0,-1.4,-5.0,-7.4,0.3,14.4,-13.7,-2.0,-3.5,-1.1,5.5,34.0,40.0,31.0,51.0,29.0,31.0,31.0,30.0,74.94,,,,,,,,,,,,,,,,,,,4.4,9.1,,3.1166666666666667,4.32,5.116666666666666,4.29,4.016666666666667,4.25,,,344705.0,327856.0,127929.0,4.3702,4.9649,4.5017,4.6811,102.2027,101.4813,100.8649,100.8104,8.3,7.7,9.9,8.5,13.9,7.8,17.5,8.3,8.6,5.4,4.5,4.8,4.1,3.8,29.62076666667,29.6773,27.3241,31.8609,25.6,27.0,4.28,3.6,4.74,72.29925891216,1506.31,28.79,1753.18,419.6,5456.8,8410.91,1117.9,285.73,559.73,4.9976
2000-07-01,356.0,1.7,0.5,-1.3,1.8,2.6,3.1,1.9,16.6,-17.2,-0.1,-1.5,-2.6,2.8,32.0,37.0,30.0,47.0,26.0,29.0,30.0,30.0,74.75,,,,,,,,,,,,,,,,,,,4.2,5.2,,3.25,4.304516129032258,5.25,4.291935483870968,4.25,4.25,,,346725.0,330046.0,131170.0,4.4077,5.105,4.5829,4.8369,102.118,101.5343,100.9322,100.801,8.3,7.6,9.9,8.4,13.6,7.7,17.7,8.2,8.3,5.6,4.4,4.9,4.2,3.9,28.17666666667,28.53,26.0271,29.9729,25.6,27.0,3.96,3.96,4.86,70.20610891155,1563.5,28.79,1799.36,452.1,5343.8,8164.41,1136.2,281.59,560.29,4.9692
2000-08-01,452.0,3.9,3.6,3.0,5.7,12.2,16.1,9.1,13.9,4.1,0.5,-0.5,4.9,4.1,31.0,33.0,30.0,43.0,24.0,29.0,30.0,30.0,75.08,,,,,,,,,,,,,,,,,,,5.5,12.9,,3.25,4.392258064516129,5.25,4.376451612903225,4.25,4.25,,,349633.0,333137.0,125493.0,4.5743,5.2484,4.7771,5.011,102.1022,101.5024,100.9984,100.7236,8.2,7.6,9.8,8.3,13.6,7.6,17.5,8.2,8.5,5.9,4.4,4.8,4.3,3.9,29.2629,29.43,27.0504,31.3083,25.6,27.0,4.41,4.01,4.84,75.89477548741,1527.63,28.79,1855.86,473.1,5304.8,8006.71,1169.8,274.47,577.61,4.8864
2000-09-01,354.0,3.6,3.5,1.9,5.9,18.0,19.5,2.8,16.9,-10.5,0.5,-1.3,3.4,3.7,30.0,30.0,30.0,40.0,20.0,29.0,29.0,31.0,75.99,,,,,,,,,,,,,,,,,,,3.6,5.2,,3.5,4.614999999999999,5.5,4.594333333333333,4.25,4.458333333333333,,,350325.0,333899.0,129302.0,4.6977,5.2192,4.8528,5.038,102.1416,101.4757,101.018,100.4978,8.2,7.6,9.7,8.2,13.5,7.6,17.4,8.1,8.5,5.7,4.4,4.8,4.0,3.9,32.08283333333,32.621,29.7415,33.886,27.15,27.0,5.06,4.03,4.9,83.92369701343,1601.21,28.79,1960.41,487.1,5474.3,8637.98,1224.4,273.68,591.9,4.8904
2000-10-01,440.0,2.2,1.9,2.4,3.3,-1.9,1.9,1.2,13.1,-5.3,-1.6,-2.0,-3.7,2.6,32.0,32.0,31.0,41.0,22.0,30.0,32.0,32.0,76.12,,,,,,,,,,,,,,,,,,,5.9,12.3,,3.70967741935484,4.752258064516129,5.709677419354839,4.735806451612904,4.25,4.669354838709677,,,351776.0,335602.0,129684.0,4.854,5.2184,5.0413,5.1033,102.209,101.4783,101.016,100.3678,8.1,7.6,9.6,8.2,12.9,7.5,17.1,8.1,8.7,5.5,4.4,4.9,3.9,3.9,31.40016666667,30.9323,30.2223,33.0459,27.15,28.18,5.02,4.31,5.04,84.86392353605,1500.24,28.79,1898.59,486.1,5282.3,7678.07,1095.9,270.0,579.72,4.8302
2000-11-01,495.0,3.3,3.7,1.4,6.7,8.0,8.9,6.5,24.5,2.9,1.2,2.8,0.6,2.9,30.0,29.0,30.0,38.0,20.0,29.0,30.0,31.0,76.11,,,,,,,,,,,,,,,,,,,4.3,8.5,,3.75,4.8276666666666666,5.75,4.813,4.25,4.75,,,365117.0,348914.0,134382.0,4.9249,5.1933,5.092,5.1308,102.136,101.4164,100.9521,100.4355,8.0,7.6,9.5,8.1,12.9,7.4,16.8,8.1,8.5,5.3,4.5,4.9,4.0,3.9,32.331,32.52409090909,30.10090909091,34.368,27.15,26.17,5.55,4.39,5.13,91.74120347129,1473.86,28.79,1795.11,468.0,5269.5,7339.77,1059.0,266.01,593.34,4.6814
2000-12-01,360.0,4.9,6.9,3.4,11.4,0.1,5.8,0.0,21.2,37.1,3.3,4.2,-0.6,2.9,31.0,29.0,32.0,38.0,20.0,30.0,31.0,36.0,75.66,,,,,,,,,,,,,,,,,,,3.3,7.7,,3.75,4.8180645161290325,5.75,4.781290322580645,4.25,4.75,,,359124.0,342455.0,131971.0,4.9483,4.8809,4.9392,4.9197,101.9261,101.2797,100.8269,100.5404,8.0,7.5,9.4,8.1,12.9,7.4,16.2,7.9,8.1,5.1,4.6,4.9,3.8,4.0,25.20466666667,25.1255,22.086,28.4025,30.75,34.7,8.95,4.44,5.05,133.21217067413,1565.41,28.79,1850.55,462.3,5233.7,7314.34,1059.8,271.45,609.5,4.6398
