,Bankruptcies_Bankruptcies,ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Foodproducts,_beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3",ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2,ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2,ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2,ConsumerConsumption_Electrical_equipment_VolumeChanges_2,ConsumerConsumption_Vehicles_VolumeChanges_2,ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Electricity,_gas,_water_and_motor_fuels_VolumeChanges_2",ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2,ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConfidence_Consumentenvertrouwen_1,ConsumerConfidence_EconomischKlimaat_2,ConsumerConfidence_Koopbereidheid_3,ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4,ConsumerConfidence_EconomischeSituatieKomende12Maanden_5,ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6,ConsumerConfidence_FinancieleSituatieKomende12Maanden_7,ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8,CPI_CPI_1,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_allGenders_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,ProducerConfidence_ProducerConfidence_1,ProducerConfidence_ExpectedActivity_2,BusinessInterestRates_BigBusinessInterestRate,BusinessInterestRates_Deposit rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders weighted average interest rate,BusinessInterestRates_Marginal lending rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders marginal interest rate,BusinessInterestRates_Main refinancing operations: Fixed rate tenders,BusinessInterestRates_Main refinancing operations: Variable rate tenders minimum bid rate,BusinessInterestRates_Rente op uitstaande bedragen (percentages),BusinessInterestRates_HousingInterestRatesNLD,MoneySupply_M3_1,MoneySupply_M3_2,MoneySupply_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6,LeadingEconomicIndicators_ConsumLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_DEU,LeadingEconomicIndicators_ConsumLeadIndicator_DEU,InternationalUnemploymentIndicators_Germany_unemply_F,InternationalUnemploymentIndicators_Germany_unemply_M,InternationalUnemploymentIndicators_France_unemply_F,InternationalUnemploymentIndicators_France_unemply_M,InternationalUnemploymentIndicators_Italy_unemply_F,InternationalUnemploymentIndicators_Italy_unemply_M,InternationalUnemploymentIndicators_Spain_unemply_F,InternationalUnemploymentIndicators_Spain_unemply_M,InternationalUnemploymentIndicators_Belgium_unemply_F,InternationalUnemploymentIndicators_Belgium_unemply_M,InternationalUnemploymentIndicators_Japan_unemply_F,InternationalUnemploymentIndicators_Japan_unemply_M,InternationalUnemploymentIndicators_United States_unemply_F,InternationalUnemploymentIndicators_United States_unemply_M,"InternationalEnergyIndicators_Crude oil, average","InternationalEnergyIndicators_Crude oil, Brent","InternationalEnergyIndicators_Crude oil, Dubai","InternationalEnergyIndicators_Crude oil, WTI","InternationalEnergyIndicators_Coal, Australian","InternationalEnergyIndicators_Coal, South African **","InternationalEnergyIndicators_Natural gas, US","InternationalEnergyIndicators_Natural gas, Europe","InternationalEnergyIndicators_Liquefied natural gas, Japan",InternationalEnergyIndicators_Natural gas index,InternationalMetals_Aluminum,"InternationalMetals_Iron ore, cfr spot",InternationalMetals_Copper,InternationalMetals_Lead,InternationalMetals_Tin,InternationalMetals_Nickel,InternationalMetals_Zinc,InternationalMetals_Gold,InternationalMetals_Platinum,InternationalMetals_Silver
2003-05-01,757.0,0.1,0.0,-0.3,0.2,-1.7,2.1,-2.2,10.6,5.9,0.2,1.8,0.1,0.2,-34.0,-56.0,-19.0,-81.0,-32.0,-22.0,3.0,-37.0,82.55,5.8,69.8,65.8,11.5,4.4,4.8,50.5,48.1,6.8,62.1,57.9,73.0,9.5,6.3,63.0,5.8,41.0,38.7,-9.7,-2.5,3.41,1.5,2.56,3.5,2.5506451612903223,4.25,2.5,5.5,4.57,473161.0,456267.0,159416.0,2.5204,2.2521,2.4005,2.3084,98.77045,99.01448,98.67437,97.67205,9.3,10.1,9.4,7.7,11.4,6.6,15.7,8.3,8.5,7.8,5.1,5.7,5.7,6.4,26.06491269841,25.8095,24.25285714286,28.13238095238,23.3,23.65,5.838044,4.04,4.74,93.31091616501,1398.488,31.95,1648.275,463.5,4736.75,8330.625,775.65,355.683,650.36,4.7413
2003-06-01,737.0,-0.1,-0.5,-0.2,0.0,-4.3,-2.2,-6.8,5.2,-0.4,-2.1,-1.2,-5.2,0.2,-34.0,-54.0,-20.0,-81.0,-28.0,-24.0,2.0,-38.0,82.17,5.9,69.8,65.6,11.6,4.5,4.9,50.6,48.1,6.9,62.1,57.8,75.0,9.8,6.5,63.0,5.8,41.0,38.7,-12.2,-4.8,3.15,1.0833333333333333,2.2293333333333334,3.083333333333333,2.2173333333333334,4.25,2.1333333333333333,5.5,4.34,469353.0,452100.0,158359.0,2.177,2.0137,2.1519,2.0843,98.7541,98.9983,98.67148,97.99606,9.4,10.1,9.4,7.8,11.4,6.6,15.9,8.5,8.5,7.8,4.9,5.7,5.9,6.7,27.91714285714,27.54571428571,25.49571428571,30.71,24.1,26.75,5.771905,4.05,4.77,92.57563016647,1409.845,31.95,1686.5,468.024,4694.762,8874.762,790.69,356.352,661.67,4.5262
2003-07-01,757.0,-0.5,-2.1,0.2,-3.6,-3.1,0.0,-4.0,4.2,-3.3,-1.7,-1.0,-1.6,0.8,-36.0,-57.0,-22.0,-83.0,-31.0,-24.0,-1.0,-40.0,82.24,6.0,69.8,65.7,11.6,4.6,5.0,50.8,48.3,6.9,62.1,57.8,73.0,9.7,6.3,65.0,5.9,41.2,38.8,-9.8,1.4,3.0,1.0,2.094193548387097,3.0,2.0793548387096776,4.25,2.0,5.4,4.26,470078.0,452496.0,154359.0,2.1306,2.0761,2.13,2.0925,98.74894,99.04693,98.75346,98.22893,9.4,10.1,9.2,7.8,11.3,6.4,15.9,8.6,8.7,7.7,4.9,5.4,5.7,6.6,28.59158761528,28.39826086957,26.62695652174,30.74954545455,24.35,29.5,5.005,4.04,4.75,83.20172711042,1436.087,31.95,1710.0,514.783,4739.348,8797.391,827.543,351.02,681.52,4.797
2003-08-01,596.0,-0.3,-1.2,-0.3,-1.7,-4.3,2.3,-6.1,1.4,-0.6,-1.6,0.9,-6.4,0.4,-33.0,-50.0,-22.0,-81.0,-20.0,-26.0,0.0,-40.0,82.5,6.1,69.9,65.6,11.6,4.7,5.1,51.0,48.4,6.9,62.2,57.9,76.0,10.0,6.4,64.0,5.7,41.4,39.1,-9.6,0.8,3.0,1.0,2.0648387096774194,3.0,2.0587096774193547,4.25,2.0,5.4,4.3,471110.0,453234.0,155247.0,2.1223,2.2786,2.1404,2.1721,98.91138,99.13697,98.97028,98.22951,9.4,10.0,9.0,7.7,11.3,6.3,15.8,8.6,8.7,7.6,4.8,5.3,5.8,6.3,29.67555555556,29.82571428571,27.61714285714,31.58380952381,25.325,30.1875,4.970714,3.98,4.67,82.44594155414,1456.313,31.95,1760.275,496.525,4822.5,9351.375,817.875,359.768,692.19,4.9893
2003-09-01,869.0,-0.3,-1.4,-0.8,-2.6,-5.8,-5.4,-0.2,4.4,2.3,0.3,4.6,-2.2,0.7,-33.0,-48.0,-23.0,-82.0,-15.0,-26.0,-2.0,-40.0,83.31,6.2,69.8,65.5,11.7,4.8,5.2,51.0,48.4,7.0,62.1,57.7,76.0,10.2,6.5,64.0,5.8,41.5,39.1,-7.9,4.7,3.0,1.0,2.0776666666666666,3.0,2.0683333333333334,4.25,2.0,5.4,4.4,469476.0,451638.0,156557.0,2.126,2.2576,2.1473,2.1776,99.08008,99.2953,99.21725,98.19456,9.5,10.0,9.2,8.0,11.3,6.3,15.7,8.6,8.9,7.6,4.8,5.5,5.8,6.4,26.88233044733,27.09818181818,25.265,28.28380952381,26.7,34.1375,4.612727,3.97,4.7,78.07155699219,1415.568,31.95,1789.523,521.273,4911.591,9965.341,818.182,378.945,705.25,5.1708
2003-10-01,805.0,0.0,-0.8,-0.2,-1.5,0.0,1.2,-4.2,8.6,-5.0,-0.1,5.4,-5.3,0.7,-32.0,-47.0,-22.0,-81.0,-14.0,-25.0,-2.0,-38.0,83.08,6.2,69.8,65.5,11.4,5.0,5.3,51.1,48.4,7.0,62.2,57.8,72.0,9.6,6.8,64.0,5.7,41.6,39.2,-6.3,3.8,3.11,1.0,2.0545161290322578,3.0,2.0467741935483867,4.25,2.0,5.3,4.47,478319.0,460181.0,156133.0,2.1001,2.3025,2.1436,2.1727,99.18404,99.49329,99.4261,98.21586,9.5,10.0,9.4,8.1,10.9,6.4,15.5,8.5,8.9,7.8,4.8,5.3,5.7,6.2,29.01449275362,29.59043478261,27.13130434783,30.32173913043,27.5,36.6875,4.635652,3.88,4.62,77.86788677542,1474.25,31.95,1920.543,587.326,5236.739,11047.17,897.957,378.92,732.48,5.0022
2003-11-01,786.0,-0.6,-1.6,-0.9,-2.6,-8.1,-1.6,-8.7,4.4,-3.7,-0.8,-1.1,-3.5,0.3,-27.0,-38.0,-20.0,-73.0,-2.0,-26.0,-1.0,-34.0,82.87,6.4,69.8,65.4,11.6,5.0,5.5,51.1,48.3,7.1,62.2,57.8,73.0,9.8,6.8,67.0,5.9,41.7,39.3,-6.6,1.9,3.01,1.0,2.035333333333333,3.0,2.021333333333333,4.25,2.0,5.3,4.51,478009.0,459351.0,156059.0,2.0868,2.4103,2.159,2.2241,99.30798,99.73972,99.57426,98.25734,9.5,9.9,9.6,8.1,10.9,6.3,15.4,8.5,9.0,7.8,4.9,5.3,5.4,6.2,29.12274074074,28.772,27.504,31.09222222222,29.9125,39.1875,4.5275,3.9,4.72,76.71738555826,1508.338,31.95,2055.425,622.325,5362.75,12086.5,914.525,389.91,760.38,5.1777
2003-12-01,731.0,-1.7,-3.7,-0.1,-8.1,-6.3,-5.9,-5.1,8.0,-28.9,-0.4,-1.2,3.9,0.3,-25.0,-33.0,-19.0,-69.0,2.0,-24.0,0.0,-33.0,82.34,6.5,69.7,65.2,11.9,5.2,5.5,51.2,48.4,7.2,62.1,57.6,74.0,10.0,7.0,67.0,5.9,41.7,39.3,-4.6,7.2,3.14,1.0,2.0380645161290323,3.0,2.0125806451612904,4.25,2.0,5.3,4.51,478391.0,458870.0,156075.0,2.1315,2.3808,2.1463,2.1995,99.42738,99.99265,99.6508,98.19161,9.6,9.9,9.8,8.2,10.9,6.3,15.3,8.7,9.3,7.9,4.6,5.1,5.6,5.8,29.96920634921,29.92666666667,27.85761904762,32.12333333333,34.0,38.6875,6.126522,3.97,4.75,96.48800898732,1554.905,31.95,2201.286,692.071,6057.619,14162.5,977.762,406.953,807.87,5.6276
2004-01-01,732.0,0.8,0.2,0.6,1.5,1.1,5.9,-3.1,9.7,4.6,-2.4,-3.0,-0.6,1.4,-27.0,-37.0,-20.0,-75.0,0.0,-24.0,-3.0,-32.0,82.35,6.5,69.8,65.3,12.0,5.3,5.5,51.3,48.5,7.2,62.3,57.8,75.0,10.1,6.9,66.0,5.8,41.9,39.5,-4.4,6.6,2.98,1.0,2.0341935483870968,3.0,2.009677419354839,4.25,2.0,5.2,4.39,485366.0,465359.0,153871.0,2.0759,2.2163,2.0895,2.1154,99.50405,100.1171,99.72966,98.14306,9.6,9.9,9.9,8.1,11.2,6.3,15.3,8.6,9.7,7.9,4.6,5.1,5.7,5.7,31.36771929825,31.17523809524,28.68476190476,34.24315789474,37.75,41.25,6.09477272727,3.87,4.75,95.62706848798,1606.488,37.9,2423.571,758.381,6485.0,15326.548,1017.0,413.788,849.93,6.3005
2004-02-01,768.0,-1.2,-3.6,-1.5,-4.1,-7.7,-2.1,-5.1,10.7,0.7,-5.0,-2.0,-3.5,0.8,-20.0,-23.0,-17.0,-61.0,15.0,-23.0,1.0,-31.0,82.72,6.6,69.8,65.3,12.3,5.2,5.6,51.2,48.4,7.3,62.4,57.8,78.0,10.5,6.8,68.0,6.0,41.9,39.4,-5.7,0.5,2.92,1.0,2.0110344827586206,3.0,2.003448275862069,4.25,2.0,5.2,4.38,485829.0,465544.0,151932.0,2.0606,2.163,2.0706,2.0859,99.70318,100.15,99.78822,98.22665,9.7,10.5,9.9,8.1,10.7,6.3,15.2,8.4,9.8,7.7,4.6,5.2,5.5,5.6,31.33133333333,30.866,28.398,34.73,41.75,42.25,5.3795,3.89,4.81,87.07697407595,1685.625,37.9,2759.525,888.475,6672.75,15145.125,1087.675,404.878,846.32,6.4406
2004-03-01,902.0,0.6,0.4,-0.2,-0.1,-3.7,-4.1,2.7,14.6,-0.7,1.9,5.4,-1.6,0.8,-19.0,-20.0,-19.0,-54.0,15.0,-23.0,1.0,-34.0,83.44,6.7,69.8,65.2,12.6,5.3,5.6,51.3,48.4,7.5,62.4,57.7,81.0,10.9,6.9,70.0,6.1,42.1,39.5,-4.7,3.7,2.85,1.0,2.007096774193548,3.0,2.0,4.25,2.0,5.2,4.21,485378.0,464815.0,153506.0,2.0428,2.055,2.0288,2.0185,99.73146,100.2075,99.83818,98.23108,10.0,10.4,9.8,8.0,10.9,6.5,15.1,8.3,9.5,7.4,4.5,5.0,5.8,5.8,33.66507246377,33.79913043478,30.4647826087,36.73130434783,48.9375,42.5,5.39686956522,3.86,4.88,87.19270459931,1655.989,37.9,3008.717,886.478,7619.783,13715.0,1105.783,406.667,899.76,7.2254
2004-04-01,739.0,1.1,0.2,-0.4,1.0,4.4,4.0,-1.4,10.3,-3.2,-0.5,0.5,-1.2,1.8,-20.0,-21.0,-19.0,-54.0,12.0,-24.0,2.0,-34.0,83.71,6.9,70.0,65.2,13.0,5.4,5.8,51.5,48.4,7.7,62.7,57.8,85.0,11.3,7.1,74.0,6.4,42.4,39.7,-3.8,3.8,2.9,1.0,2.01,3.0,2.0,4.25,2.0,5.2,4.06,484829.0,463788.0,153209.0,2.0523,2.1626,2.0488,2.0614,99.69128,100.2948,99.9136,98.18901,10.1,10.4,9.6,8.0,10.9,6.3,15.3,8.4,8.7,6.9,4.5,5.0,5.4,5.7,33.71139249639,33.36227272727,31.06666666667,36.70523809524,53.25,47.25,5.71652173913,3.92,4.91,91.37992333504,1729.738,37.9,2948.725,753.675,8955.75,12848.125,1032.725,403.26,880.64,7.1486
2004-05-01,744.0,0.5,0.0,-0.3,0.3,0.4,5.4,-4.9,4.5,-14.0,-0.1,-0.6,-4.0,0.9,-22.0,-26.0,-19.0,-57.0,4.0,-23.0,1.0,-36.0,83.85,7.0,70.1,65.2,13.0,5.5,5.9,51.5,48.5,7.9,63.0,58.0,85.0,11.2,7.4,76.0,6.5,42.7,40.0,-1.1,7.4,2.98,1.0,2.01,3.0,2.0,4.25,2.0,5.1,4.12,496009.0,474279.0,159286.0,2.061,2.2974,2.0859,2.136,99.68671,100.4215,99.96272,98.16119,10.1,10.4,9.5,8.1,10.5,6.5,15.1,8.4,8.6,6.8,4.5,4.8,5.4,5.8,37.55789891395,37.91631578947,34.47238095238,40.285,56.4375,52.5625,6.33595238095,3.95,4.91,99.04451982169,1623.224,37.9,2733.5,808.895,9459.474,11118.289,1028.289,383.779,809.83,5.8674
2004-06-01,848.0,1.4,1.6,0.9,1.8,4.6,3.7,5.8,23.2,-2.1,2.2,3.6,4.4,1.2,-22.0,-26.0,-19.0,-55.0,3.0,-22.0,2.0,-37.0,83.31,6.9,70.0,65.1,13.0,5.4,5.9,51.6,48.5,7.9,62.9,57.9,85.0,11.2,7.4,77.0,6.6,42.7,39.9,-0.8,7.2,2.88,1.0,2.010333333333333,3.0,2.0003333333333333,4.25,2.0,5.1,4.16,494612.0,472740.0,161352.0,2.0762,2.4044,2.1127,2.1885,99.71737,100.5295,100.0055,98.18228,10.1,10.4,9.5,8.1,9.8,6.5,15.1,8.4,9.1,7.1,4.4,4.9,5.6,5.7,35.54274170274,35.19136363636,33.40590909091,38.03095238095,59.55,62.55,6.27159090909,4.01,5.04,98.6362670387,1677.716,37.9,2686.705,870.318,9204.773,13533.523,1021.455,392.373,807.55,5.8618
2004-07-01,745.0,2.1,2.2,0.2,3.2,9.4,5.9,2.6,11.3,-3.7,3.0,2.9,4.8,2.0,-18.0,-20.0,-17.0,-49.0,10.0,-21.0,3.0,-35.0,83.19,6.8,70.0,65.3,12.9,5.2,5.8,51.7,48.7,7.7,62.9,58.0,85.0,11.3,7.2,74.0,6.3,42.7,40.0,-2.1,2.5,2.93,1.0,2.013225806451613,3.0,2.0077419354838706,4.25,2.0,5.1,4.21,489648.0,467120.0,156012.0,2.0755,2.361,2.116,2.1878,99.82933,100.5554,100.0962,98.19258,10.1,10.5,9.5,8.2,10.0,6.3,14.7,8.4,9.9,7.7,4.4,5.2,5.5,5.5,37.891998557,38.37045454545,34.48363636364,40.8219047619,61.375,68.5,5.92863636364,4.28,5.07,95.77553944811,1709.273,37.9,2808.432,939.591,9044.318,15023.295,988.318,398.091,809.52,6.3141
2004-08-01,752.0,1.0,0.2,-1.3,0.4,0.3,4.6,-2.6,6.2,-10.3,1.6,2.9,-2.0,1.6,-16.0,-16.0,-17.0,-47.0,15.0,-21.0,5.0,-33.0,83.47,6.7,69.9,65.2,12.7,5.2,5.8,51.6,48.6,7.7,62.7,57.8,82.0,11.0,7.2,74.0,6.4,42.6,39.9,-1.9,0.8,2.83,1.0,2.02,3.0,2.012258064516129,4.25,2.0,5.1,4.24,491362.0,468903.0,152053.0,2.077,2.302,2.1143,2.1691,99.8211,100.5107,100.1873,98.24766,10.1,10.6,9.6,8.2,9.9,6.1,14.6,8.5,10.3,8.0,4.5,4.9,5.2,5.6,42.08406926407,43.03,38.29857142857,44.92363636364,59.25,63.625,5.39568181818,4.34,5.16,89.64988643604,1692.19,37.9,2846.095,921.81,9021.905,13679.524,975.81,400.51,848.68,6.66
2004-09-01,833.0,1.0,-0.3,-0.1,-1.0,2.6,6.3,0.1,5.0,-5.6,0.9,0.3,2.8,2.1,-17.0,-17.0,-17.0,-45.0,12.0,-24.0,5.0,-32.0,84.2,6.7,69.8,65.1,12.7,5.1,5.9,51.7,48.7,7.7,62.6,57.7,82.0,11.1,7.2,75.0,6.4,42.7,40.0,-2.2,3.6,2.88,1.0,2.0206666666666666,3.0,2.02,4.25,2.0,5.0,4.17,490917.0,468275.0,153424.0,2.0778,2.377,2.1186,2.2003,99.68755,100.4395,100.2488,98.31577,10.2,10.7,9.6,8.3,10.5,6.5,14.5,8.3,10.3,8.0,4.3,4.9,5.2,5.6,41.59682539683,43.38136363636,35.47863636364,45.93047619048,55.375,61.0,5.13886363636,4.41,5.43,87.04694893911,1723.602,37.9,2894.864,935.455,9019.545,13270.909,975.182,405.275,847.89,6.4034
2004-10-01,703.0,0.2,-1.6,-0.3,-2.6,-7.4,-3.3,-5.7,0.2,-1.9,-1.3,-5.4,1.6,1.7,-20.0,-21.0,-19.0,-48.0,6.0,-24.0,1.0,-33.0,84.23,6.8,70.0,65.2,13.1,5.3,5.8,51.9,48.9,7.8,62.8,57.9,87.0,11.7,7.3,74.0,6.3,42.9,40.2,-1.7,5.6,2.86,1.0,2.03,3.0,2.0238709677419355,4.25,2.0,5.0,4.15,492439.0,469381.0,153285.0,2.0862,2.3161,2.1473,2.1906,99.48192,100.3388,100.27,98.29971,10.2,10.8,9.7,8.3,10.6,6.3,14.5,8.0,9.8,7.7,4.3,4.8,5.3,5.6,46.88111111111,49.8180952381,37.57904761905,53.24619047619,56.625,59.6875,6.41166666667,4.83,5.55,104.58103855245,1819.57,37.9,3012.238,932.762,9045.238,14404.286,1064.952,420.464,841.43,7.095
2004-11-01,824.0,0.6,-0.3,-0.7,-1.3,-3.3,-5.0,0.3,2.8,-5.0,1.6,2.9,0.6,1.3,-21.0,-24.0,-20.0,-49.0,1.0,-25.0,-1.0,-33.0,83.98,6.8,70.0,65.2,12.9,5.3,5.8,52.1,49.0,7.8,62.9,57.9,85.0,11.4,7.3,76.0,6.4,43.1,40.3,-2.6,3.8,2.85,1.0,2.0463333333333336,3.0,2.044,4.25,2.0,5.0,3.96,500262.0,476972.0,157502.0,2.1101,2.3283,2.1703,2.2173,99.3176,100.2914,100.2563,98.33407,10.2,10.9,9.7,8.4,10.4,6.6,14.4,7.8,9.3,7.5,4.2,4.7,5.2,5.5,42.12554545455,43.05363636364,34.8765,48.4465,52.825,60.75,6.08704545455,4.96,5.45,101.18930910025,1813.898,37.9,3122.795,967.795,9070.455,14045.455,1095.636,439.375,854.41,7.4926
2004-12-01,759.0,1.4,0.5,1.1,0.3,5.6,10.4,0.5,3.3,5.5,0.2,0.1,2.3,2.3,-25.0,-29.0,-21.0,-52.0,-7.0,-26.0,-5.0,-34.0,83.25,7.0,70.1,65.2,13.1,5.5,6.0,52.3,49.1,8.0,62.9,57.9,84.0,11.4,7.5,80.0,6.7,43.3,40.4,-3.2,1.3,3.12,1.0,2.076774193548387,3.0,2.062258064516129,4.25,2.0,5.0,3.77,501510.0,477010.0,162250.0,2.167,2.301,2.1732,2.2065,99.25202,100.2691,100.2314,98.49366,10.3,11.0,9.5,8.3,10.0,6.4,14.1,7.7,9.2,7.4,4.2,4.6,5.1,5.5,39.04494444444,39.64428571429,34.2615,43.22904761905,52.25,54.2875,6.58130434783,5.01,5.57,107.51027709708,1849.179,37.9,3145.452,974.905,8553.81,13768.81,1180.214,442.079,848.24,7.085
2005-01-01,797.0,-0.4,-1.4,-1.3,-0.6,-4.0,-8.8,-4.2,-0.2,-1.2,-2.7,-3.3,-5.6,0.6,-24.0,-29.0,-20.0,-53.0,-6.0,-26.0,-4.0,-30.0,83.58,7.0,70.0,65.1,13.0,5.6,5.9,52.3,49.2,8.0,62.9,57.8,84.0,11.3,7.6,78.0,6.6,43.3,40.5,-3.3,0.7,3.11,1.0,2.082903225806452,3.0,2.063870967741936,4.25,2.0,5.0,3.74,499250.0,475429.0,158736.0,2.111,2.3121,2.1454,2.192,99.37785,100.2267,100.1463,98.70138,10.3,11.1,9.2,8.2,9.9,6.4,13.6,7.6,9.4,7.5,4.2,4.7,5.1,5.4,42.97227777778,44.28333333333,37.8135,46.82,53.045,51.4175,6.15452380952,5.46,5.42,104.36538530458,1834.425,65.0,3170.0,953.15,7735.75,14505.0,1246.375,424.03,859.07,6.619
2005-02-01,840.0,0.8,-0.1,0.2,-2.9,-3.4,-0.8,-1.9,0.9,-14.7,3.6,1.6,0.0,1.5,-19.0,-19.0,-19.0,-45.0,8.0,-27.0,-2.0,-29.0,84.1,7.2,70.1,65.1,13.5,5.7,6.0,52.3,49.2,8.2,63.0,57.9,86.0,11.6,7.8,79.0,6.6,43.4,40.6,-2.8,3.1,2.9,1.0,2.0603571428571428,3.0,2.055357142857143,4.25,2.0,5.0,3.76,494021.0,470018.0,158941.0,2.1039,2.31,2.1384,2.1846,99.56665,100.1559,99.97375,98.76099,10.5,11.2,9.1,8.1,10.3,6.4,13.1,7.5,9.6,7.6,4.3,4.8,5.3,5.5,44.81821052632,45.557,40.935,47.96263157895,49.8975,46.625,6.14475,5.49,5.58,104.49771651609,1882.85,65.0,3253.7,977.55,8088.75,15349.5,1326.175,423.35,864.32,7.03
2005-03-01,988.0,0.9,0.7,1.4,0.5,4.5,11.4,-3.3,7.2,-5.2,0.2,-1.4,3.7,1.1,-15.0,-9.0,-20.0,-35.0,17.0,-30.0,-1.0,-29.0,84.88,7.1,70.2,65.2,13.4,5.7,6.0,52.4,49.2,8.2,63.2,58.0,86.0,11.6,7.9,80.0,6.7,43.5,40.6,-1.4,8.4,3.08,1.0,2.053225806451613,3.0,2.05,4.25,2.0,4.9,3.74,501653.0,477234.0,160755.0,2.103,2.3348,2.1372,2.1918,99.66496,100.0804,99.77015,98.72641,10.6,11.2,9.1,8.1,10.2,6.4,12.7,7.6,9.7,7.6,4.3,4.7,5.1,5.3,50.94287878788,53.08409090909,45.57636363636,54.16818181818,50.925,45.3,6.96804347826,5.52,5.59,114.64467040198,1979.85,65.0,3379.49,1004.0,8407.39,16190.65,1372.15,433.85,866.83,7.2282
2005-04-01,819.0,0.0,-1.7,-0.4,-3.4,-7.6,-1.7,-2.5,8.7,0.5,-0.3,-0.9,1.3,1.3,-11.0,1.0,-19.0,-26.0,29.0,-31.0,2.0,-29.0,85.03,7.1,70.4,65.4,13.4,5.7,6.0,52.5,49.4,8.3,63.4,58.1,89.0,11.8,8.0,79.0,6.6,43.7,40.8,-2.9,6.3,3.02,1.0,2.0516666666666667,3.0,2.05,4.25,2.0,4.9,3.8,508128.0,483275.0,160035.0,2.1047,2.2651,2.1372,2.1722,99.70042,100.0172,99.63857,98.68817,10.8,11.5,9.3,8.1,10.1,6.4,12.5,7.7,9.5,7.5,4.3,4.6,5.2,5.1,50.64047619048,51.85714285714,47.10142857143,52.96285714286,51.25,46.25,7.15261904762,5.86,5.67,118.55659052214,1894.286,65.0,3394.476,985.762,8143.81,16141.905,1300.143,429.233,864.86,7.1188
